Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Policy_Start_Date,Policy_End_Date,Last_Claim_Date,Last_Payment_Date,Vehicle_Age,Vehicle_Type,Premium_Amount,Churn,Churn_Numeric,Age_binned
C4615,37,Female,Married,Metro,Bachelor's,Employed,Third Party,7,4,4,340558,3,3,0,Phone,Cash,7,8,9,29-11-2016,28-11-2023,15-04-2020,25-02-2022,12,Hatchback,14527,1.0,1.0,"(28.0, 38.0]"
C4616,44,Female,Married,Rural,Master's,Employed,Comprehensive,1,0,4,442836,1,4,2,Phone,Online,8,9,1,19-04-2015,18-04-2016,31-05-2015,01-04-2016,0,SUV,16573,1.0,1.0,"(38.0, 48.0]"
C4617,35,Male,Single,Rural,Master's,Employed,Own Damage,8,0,3,390845,0,1,1,Email,Cash,0,20,6,10-07-2018,31-12-2023,28-11-2019,01-03-2019,12,Sedan,6200,0.0,0.0,"(28.0, 38.0]"
C4618,21,Male,Married,Urban,High School,Employed,Own Damage,6,1,1,423362,2,1,1,In-Person,Cheque,6,11,0,01-05-2021,31-12-2023,06-09-2023,07-01-2023,8,Hatchback,17923,0.0,0.0,"(17.999, 28.0]"
C4619,18,Male,Single,Metro,High School,Employed,Comprehensive,6,1,1,82867,3,2,1,In-Person,Credit Card,5,16,7,21-07-2021,31-12-2023,04-02-2022,19-04-2023,13,SUV,14680,0.0,0.0,"(17.999, 28.0]"
C4620,67,Female,Married,Metro,Master's,Employed,Comprehensive,8,2,1,23991,1,2,0,Phone,Credit Card,7,16,7,13-07-2015,11-07-2023,21-03-2021,31-01-2019,12,SUV,10227,0.0,0.0,"(59.0, 69.0]"
C4621,18,Female,Married,Rural,High School,Employed,Comprehensive,3,3,4,9334,2,4,2,Email,Credit Card,2,29,5,05-01-2022,31-12-2023,27-04-2022,06-12-2023,7,Hatchback,17453,1.0,1.0,"(17.999, 28.0]"
C4622,43,Female,Married,Metro,Master's,Employed,Comprehensive,6,3,3,349778,1,4,0,In-Person,Credit Card,3,4,9,17-07-2022,31-12-2023,19-04-2023,20-08-2022,13,Sedan,12666,0.0,0.0,"(38.0, 48.0]"
C4623,62,Female,Married,Urban,Bachelor's,Employed,Comprehensive,9,2,1,389959,0,4,1,In-Person,Credit Card,7,20,1,07-04-2016,31-12-2023,06-06-2021,03-12-2020,14,Sedan,9730,0.0,0.0,"(59.0, 69.0]"
C4624,37,Male,Single,Urban,Master's,Employed,Third Party,1,4,2,33980,1,3,2,In-Person,Online,1,7,2,20-09-2019,19-09-2020,08-02-2020,11-11-2019,6,Sedan,15491,0.0,0.0,"(28.0, 38.0]"
C4625,69,Female,Married,Metro,Master's,Employed,Comprehensive,8,4,4,397098,0,3,2,Email,Online,3,17,2,10-01-2016,31-12-2023,13-05-2017,15-01-2019,10,Sedan,15644,0.0,0.0,"(59.0, 69.0]"
C4626,40,Female,Single,Urban,Bachelor's,Employed,Third Party,4,1,0,70092,0,2,0,In-Person,Cash,2,21,0,08-01-2018,07-01-2022,2000-01-01 00:00:00,17-08-2020,2,Luxury,36616,0.0,0.0,"(38.0, 48.0]"
C4627,27,Male,Married,Urban,Diploma,Employed,Third Party,4,2,1,336932,0,3,1,Email,Credit Card,3,29,5,25-12-2018,24-12-2022,17-03-2021,04-03-2020,14,Hatchback,6905,0.0,0.0,"(17.999, 28.0]"
C4628,28,Male,Single,Urban,Bachelor's,Employed,Comprehensive,8,0,4,220382,3,1,2,Phone,Cheque,9,27,1,09-02-2015,07-02-2023,11-05-2020,05-07-2018,0,Hatchback,6554,0.0,0.0,"(17.999, 28.0]"
C4629,58,Female,Married,Urban,Bachelor's,Employed,Comprehensive,8,0,3,432315,1,1,2,Phone,Cheque,2,23,2,01-09-2018,31-12-2023,29-08-2020,21-02-2020,13,Hatchback,15808,0.0,0.0,"(48.0, 59.0]"
C4630,58,Male,Single,Rural,Master's,Employed,Third Party,9,0,3,434092,0,1,1,Phone,Cash,3,10,3,03-02-2017,31-12-2023,07-07-2023,27-10-2018,11,SUV,18746,0.0,0.0,"(48.0, 59.0]"
C4631,22,Female,Single,Urban,High School,Employed,Comprehensive,8,4,0,118273,2,3,0,Email,Cheque,0,16,1,04-01-2020,31-12-2023,2000-01-01 00:00:00,09-06-2021,12,Hatchback,5922,0.0,0.0,"(17.999, 28.0]"
C4632,18,Female,Single,Urban,High School,Employed,Third Party,1,1,1,88412,2,4,1,Email,Cheque,7,26,2,26-02-2022,26-02-2023,09-11-2022,27-06-2022,2,SUV,13199,0.0,0.0,"(17.999, 28.0]"
C4633,34,Female,Married,Urban,Master's,Employed,Third Party,2,3,0,5225,2,3,0,Email,Cheque,4,19,2,25-04-2018,24-04-2020,2000-01-01 00:00:00,31-05-2019,10,SUV,18949,0.0,0.0,"(28.0, 38.0]"
C4634,39,Female,Single,Metro,Master's,Employed,Comprehensive,8,0,3,319657,2,3,2,Email,Cheque,4,6,6,25-08-2020,31-12-2023,17-02-2021,23-06-2021,7,Sedan,9340,1.0,1.0,"(38.0, 48.0]"
C4635,51,Male,Single,Rural,Bachelor's,Employed,Comprehensive,5,2,1,116632,2,2,2,Email,Credit Card,4,17,8,21-04-2020,31-12-2023,11-05-2023,15-06-2020,1,Sedan,15099,0.0,0.0,"(48.0, 59.0]"
C4636,62,Female,Single,Urban,Master's,Employed,Comprehensive,4,4,2,459192,3,3,0,Email,Cheque,3,5,5,23-03-2019,22-03-2023,30-09-2022,22-02-2020,9,Sedan,12025,0.0,0.0,"(59.0, 69.0]"
C4637,58,Male,Single,Urban,Master's,Self-Employed,Comprehensive,2,1,2,489849,1,1,1,Phone,Credit Card,6,25,2,21-05-2018,20-05-2020,25-08-2018,13-08-2018,8,SUV,12868,0.0,0.0,"(48.0, 59.0]"
C4638,46,Male,Single,Urban,Master's,Employed,Third Party,2,2,2,161684,2,3,2,Phone,Cash,6,14,7,03-07-2017,03-07-2019,21-07-2018,15-01-2018,0,Sedan,14413,0.0,0.0,"(38.0, 48.0]"
C4639,21,Male,Married,Urban,High School,Employed,Comprehensive,6,5,0,217671,0,2,1,In-Person,Online,2,2,0,06-11-2019,31-12-2023,2000-01-01 00:00:00,24-04-2021,13,Hatchback,15208,0.0,0.0,"(17.999, 28.0]"
C4640,22,Male,Single,Metro,High School,Unemployed,Comprehensive,2,5,1,446732,3,3,0,Email,Cheque,0,25,9,26-01-2022,31-12-2023,27-04-2022,23-11-2023,4,Luxury,27455,1.0,1.0,"(17.999, 28.0]"
C4641,28,Male,Married,Rural,Bachelor's,Self-Employed,Comprehensive,5,0,2,496102,0,1,0,Email,Cash,7,19,8,19-07-2022,31-12-2023,05-11-2023,02-11-2022,14,Hatchback,9518,0.0,0.0,"(17.999, 28.0]"
C4642,68,Female,Single,Metro,Master's,Unemployed,Third Party,9,2,0,444540,1,1,1,Phone,Online,9,6,9,12-10-2018,31-12-2023,2000-01-01 00:00:00,22-11-2023,12,Sedan,10163,0.0,0.0,"(59.0, 69.0]"
C4643,38,Male,Married,Urban,Bachelor's,Self-Employed,Comprehensive,4,4,1,473688,0,4,0,Email,Cash,1,13,1,12-02-2023,31-12-2023,12-09-2023,10-10-2023,4,Luxury,29504,0.0,0.0,"(28.0, 38.0]"
C4644,52,Male,Married,Urban,Bachelor's,Employed,Comprehensive,6,5,3,392543,2,1,2,Phone,Cheque,1,9,9,29-03-2018,31-12-2023,27-12-2023,23-03-2022,0,SUV,19131,0.0,0.0,"(48.0, 59.0]"
C4645,29,Male,Single,Urban,Bachelor's,Employed,Comprehensive,4,1,2,40792,1,1,1,Phone,Credit Card,5,26,5,18-02-2020,31-12-2023,18-02-2023,27-08-2021,9,Hatchback,9753,0.0,0.0,"(28.0, 38.0]"
C4646,43,Male,Single,Rural,Master's,Employed,Third Party,8,1,2,494263,3,2,2,In-Person,Cheque,9,26,0,19-08-2021,31-12-2023,28-10-2022,30-10-2022,7,Sedan,17592,0.0,0.0,"(38.0, 48.0]"
C4647,68,Female,Single,Urban,Bachelor's,Unemployed,Comprehensive,7,2,0,340085,3,4,1,In-Person,Credit Card,2,27,7,02-09-2016,01-09-2023,2000-01-01 00:00:00,21-03-2021,11,Luxury,20521,1.0,1.0,"(59.0, 69.0]"
C4648,36,Male,Single,Urban,Master's,Employed,Third Party,1,2,0,399831,3,4,1,Phone,Cheque,6,12,2,12-05-2021,12-05-2022,2000-01-01 00:00:00,11-05-2022,4,Sedan,17304,0.0,0.0,"(28.0, 38.0]"
C4649,62,Female,Married,Urban,Bachelor's,Employed,Comprehensive,2,0,2,482913,2,1,1,In-Person,Cash,1,13,3,08-09-2021,08-09-2023,22-07-2022,01-11-2021,9,Hatchback,6545,0.0,0.0,"(59.0, 69.0]"
C4650,24,Female,Married,Rural,Bachelor's,Employed,Comprehensive,7,2,3,240412,3,4,1,Email,Online,1,12,5,10-04-2020,31-12-2023,23-02-2023,19-08-2021,4,Hatchback,6110,0.0,0.0,"(17.999, 28.0]"
C4651,64,Male,Married,Urban,Bachelor's,Unemployed,Own Damage,9,3,0,427858,2,3,0,Phone,Credit Card,0,4,5,14-06-2021,31-12-2023,2000-01-01 00:00:00,04-09-2021,11,Hatchback,9013,0.0,0.0,"(59.0, 69.0]"
C4652,24,Female,Single,Urban,Bachelor's,Self-Employed,Comprehensive,1,1,0,224287,1,3,0,Email,Credit Card,3,5,6,13-12-2015,12-12-2016,2000-01-01 00:00:00,28-11-2016,1,Hatchback,10805,0.0,0.0,"(17.999, 28.0]"
C4653,43,Male,Single,Rural,Master's,Employed,Comprehensive,6,1,2,178553,3,2,1,In-Person,Credit Card,5,12,1,14-03-2019,31-12-2023,06-08-2019,06-05-2023,2,Luxury,19017,1.0,1.0,"(38.0, 48.0]"
C4654,57,Male,Single,Metro,Master's,Employed,Comprehensive,3,3,0,73702,0,1,1,In-Person,Cheque,4,29,3,16-10-2021,31-12-2023,2000-01-01 00:00:00,27-07-2022,14,SUV,11922,0.0,0.0,"(48.0, 59.0]"
C4655,22,Female,Married,Metro,High School,Employed,Comprehensive,5,1,2,490029,2,3,0,In-Person,Cash,6,6,3,23-05-2015,21-05-2020,14-10-2015,20-12-2016,9,Hatchback,14493,0.0,0.0,"(17.999, 28.0]"
C4656,38,Female,Married,Rural,Bachelor's,Employed,Comprehensive,7,5,2,120203,0,3,1,Phone,Online,0,12,8,01-06-2019,31-12-2023,07-03-2020,12-07-2020,5,Luxury,24579,0.0,0.0,"(28.0, 38.0]"
C4657,31,Male,Single,Rural,Bachelor's,Employed,Third Party,2,0,1,45709,3,1,0,In-Person,Cheque,5,19,2,14-05-2020,14-05-2022,06-02-2021,12-10-2021,9,Hatchback,19462,0.0,0.0,"(28.0, 38.0]"
C4658,21,Male,Married,Urban,High School,Unemployed,Third Party,4,3,0,56361,0,1,1,In-Person,Credit Card,4,14,1,24-02-2017,23-02-2021,2000-01-01 00:00:00,10-06-2018,14,Luxury,31791,0.0,0.0,"(17.999, 28.0]"
C4659,40,Male,Single,Urban,Bachelor's,Unemployed,Third Party,1,5,2,105606,3,1,0,Email,Credit Card,0,13,9,16-01-2016,15-01-2017,22-11-2016,17-06-2016,6,SUV,23157,0.0,0.0,"(38.0, 48.0]"
C4660,59,Male,Married,Urban,Bachelor's,Employed,Third Party,4,5,0,499486,2,4,0,In-Person,Online,6,12,5,12-12-2016,11-12-2020,2000-01-01 00:00:00,14-06-2019,0,Hatchback,15688,1.0,1.0,"(48.0, 59.0]"
C4661,37,Female,Single,Metro,Bachelor's,Employed,Comprehensive,3,4,4,138040,1,1,0,Email,Credit Card,4,17,9,26-11-2015,25-11-2018,22-07-2016,10-04-2018,14,SUV,12657,0.0,0.0,"(28.0, 38.0]"
C4662,32,Male,Married,Urban,Master's,Employed,Comprehensive,3,2,4,415917,3,1,2,In-Person,Credit Card,0,23,9,08-09-2019,07-09-2022,19-07-2022,27-04-2022,2,Sedan,6283,0.0,0.0,"(28.0, 38.0]"
C4663,67,Male,Single,Urban,Master's,Employed,Comprehensive,1,3,4,446444,1,3,2,In-Person,Cash,8,18,3,04-10-2020,04-10-2021,02-10-2021,13-07-2021,5,Hatchback,18263,1.0,1.0,"(59.0, 69.0]"
C4664,69,Female,Married,Metro,Master's,Employed,Comprehensive,4,5,1,84349,1,4,0,Phone,Online,1,23,4,23-12-2017,22-12-2021,26-01-2020,23-04-2018,5,Hatchback,15992,0.0,0.0,"(59.0, 69.0]"
C4665,62,Male,Single,Urban,Master's,Employed,Comprehensive,4,0,1,322136,0,4,2,Phone,Credit Card,0,27,8,20-10-2015,19-10-2019,03-05-2019,17-11-2017,9,Hatchback,13006,0.0,0.0,"(59.0, 69.0]"
C4666,46,Male,Single,Urban,Bachelor's,Employed,Third Party,8,3,4,284583,2,4,2,Email,Credit Card,6,10,9,24-11-2019,31-12-2023,17-11-2023,04-12-2022,5,SUV,27513,0.0,0.0,"(38.0, 48.0]"
C4667,25,Female,Single,Urban,Bachelor's,Employed,Comprehensive,7,1,3,466551,3,4,2,Email,Cash,0,24,6,07-11-2019,31-12-2023,18-07-2021,20-07-2020,2,SUV,25388,0.0,0.0,"(17.999, 28.0]"
C4668,58,Female,Married,Urban,Master's,Unemployed,Comprehensive,4,1,0,425976,3,1,1,Email,Credit Card,4,12,2,01-01-2023,31-12-2023,2000-01-01 00:00:00,10-06-2023,8,Hatchback,17336,0.0,0.0,"(48.0, 59.0]"
C4669,65,Female,Married,Rural,Master's,Employed,Own Damage,1,1,1,449478,1,1,1,In-Person,Credit Card,6,17,6,01-01-2019,01-01-2020,25-12-2019,21-10-2019,14,Sedan,9954,1.0,1.0,"(59.0, 69.0]"
C4670,36,Male,Single,Urban,Master's,Self-Employed,Comprehensive,8,1,2,469533,2,4,1,Phone,Online,2,21,2,01-08-2019,31-12-2023,10-07-2020,02-12-2023,10,Sedan,13231,0.0,0.0,"(28.0, 38.0]"
C4671,65,Female,Married,Urban,Master's,Employed,Comprehensive,1,5,0,280914,3,3,1,Phone,Online,7,24,7,20-01-2022,20-01-2023,2000-01-01 00:00:00,23-12-2022,1,Luxury,26786,1.0,1.0,"(59.0, 69.0]"
C4672,56,Male,Married,Urban,Master's,Employed,Own Damage,6,0,2,446724,1,1,0,In-Person,Credit Card,0,14,5,25-09-2017,24-09-2023,09-05-2023,30-10-2022,4,SUV,21642,0.0,0.0,"(48.0, 59.0]"
C4673,63,Male,Single,Metro,Bachelor's,Employed,Comprehensive,3,5,3,138996,0,3,0,Phone,Credit Card,2,7,0,11-08-2018,10-08-2021,02-11-2019,02-02-2020,11,SUV,25506,0.0,0.0,"(59.0, 69.0]"
C4674,45,Female,Single,Urban,Bachelor's,Employed,Comprehensive,6,2,1,145923,0,4,1,Email,Cheque,7,6,6,20-02-2017,19-02-2023,10-02-2020,01-11-2018,10,Hatchback,10349,0.0,0.0,"(38.0, 48.0]"
C4675,63,Male,Married,Urban,Bachelor's,Employed,Comprehensive,7,1,2,292778,0,2,2,Phone,Online,3,10,7,29-12-2022,31-12-2023,22-12-2023,30-11-2023,13,Hatchback,5029,0.0,0.0,"(59.0, 69.0]"
C4676,44,Female,Married,Urban,Bachelor's,Self-Employed,Comprehensive,2,5,4,440133,2,4,1,In-Person,Credit Card,3,12,0,06-07-2017,06-07-2019,21-10-2017,19-07-2018,6,Sedan,11090,0.0,0.0,"(38.0, 48.0]"
C4677,21,Male,Single,Rural,High School,Employed,Comprehensive,3,0,1,286846,3,2,1,Phone,Online,0,19,1,23-06-2017,22-06-2020,16-02-2019,19-01-2020,5,Sedan,7804,0.0,0.0,"(17.999, 28.0]"
C4678,32,Male,Single,Urban,Bachelor's,Employed,Comprehensive,5,0,2,247314,3,4,0,Email,Cash,4,19,2,22-09-2019,31-12-2023,12-03-2020,18-05-2020,14,SUV,19712,0.0,0.0,"(28.0, 38.0]"
C4679,52,Female,Single,Metro,Master's,Employed,Comprehensive,1,0,1,127643,3,2,0,In-Person,Cheque,8,22,4,13-09-2022,13-09-2023,13-07-2023,03-12-2022,10,Hatchback,13582,1.0,1.0,"(48.0, 59.0]"
C4680,54,Male,Married,Urban,Bachelor's,Employed,Third Party,3,4,2,387025,1,2,0,Phone,Cash,2,6,7,16-02-2018,15-02-2021,19-11-2020,21-02-2020,1,Sedan,13518,0.0,0.0,"(48.0, 59.0]"
C4681,18,Female,Single,Urban,High School,Employed,Third Party,5,4,4,474531,3,1,2,Phone,Cash,9,3,7,18-03-2023,31-12-2023,25-09-2023,30-07-2023,3,Sedan,11011,0.0,0.0,"(17.999, 28.0]"
C4682,20,Male,Married,Urban,High School,Employed,Comprehensive,5,5,4,20675,1,3,2,In-Person,Online,2,4,2,06-06-2017,05-06-2022,17-10-2021,11-04-2021,10,SUV,22478,0.0,0.0,"(17.999, 28.0]"
C4683,64,Female,Single,Rural,Bachelor's,Employed,Comprehensive,1,3,2,128822,2,1,0,Email,Credit Card,5,11,2,22-11-2020,22-11-2021,24-02-2021,03-04-2021,13,Hatchback,12497,0.0,0.0,"(59.0, 69.0]"
C4684,41,Male,Single,Urban,Master's,Employed,Third Party,9,0,2,58414,0,1,2,In-Person,Online,7,16,6,22-10-2016,31-12-2023,07-02-2020,18-06-2017,9,Luxury,34347,0.0,0.0,"(38.0, 48.0]"
C4685,44,Male,Single,Metro,Bachelor's,Employed,Comprehensive,1,5,1,172647,3,2,2,Phone,Cheque,4,24,9,18-01-2017,18-01-2018,10-01-2018,27-09-2017,6,Hatchback,17896,0.0,0.0,"(38.0, 48.0]"
C4686,57,Male,Married,Metro,Master's,Employed,Third Party,1,4,2,431612,0,3,2,In-Person,Online,5,29,2,10-05-2015,09-05-2016,22-07-2015,17-12-2015,13,SUV,26355,0.0,0.0,"(48.0, 59.0]"
C4687,53,Female,Single,Urban,Master's,Employed,Comprehensive,4,4,4,394052,1,2,2,Email,Online,7,9,8,06-06-2023,31-12-2023,02-08-2023,10-12-2023,14,SUV,29136,1.0,1.0,"(48.0, 59.0]"
C4688,51,Female,Married,Metro,Master's,Employed,Comprehensive,5,5,2,361678,2,2,0,In-Person,Credit Card,5,10,4,17-04-2019,31-12-2023,17-08-2021,24-12-2023,7,Hatchback,10409,0.0,0.0,"(48.0, 59.0]"
C4689,46,Female,Single,Urban,Master's,Self-Employed,Comprehensive,4,3,1,208449,2,3,2,Phone,Online,3,25,3,06-04-2016,05-04-2020,08-10-2017,24-06-2019,6,Sedan,13898,0.0,0.0,"(38.0, 48.0]"
C4690,41,Male,Married,Urban,Bachelor's,Employed,Own Damage,9,1,1,93962,1,2,1,In-Person,Cheque,4,2,3,22-05-2018,31-12-2023,01-06-2020,22-08-2022,4,SUV,23360,0.0,0.0,"(38.0, 48.0]"
C4691,41,Male,Single,Urban,Master's,Employed,Comprehensive,2,2,2,67871,0,3,2,Email,Cheque,1,29,0,07-01-2017,07-01-2019,17-12-2017,03-04-2018,4,Luxury,46088,0.0,0.0,"(38.0, 48.0]"
C4692,59,Male,Married,Urban,Bachelor's,Self-Employed,Comprehensive,7,2,3,267790,2,3,0,Phone,Cheque,6,23,8,19-07-2018,31-12-2023,22-04-2022,26-01-2020,6,Luxury,23323,1.0,1.0,"(48.0, 59.0]"
C4693,21,Male,Married,Urban,High School,Employed,Comprehensive,2,5,0,308684,1,3,0,Email,Credit Card,7,11,5,14-10-2022,31-12-2023,2000-01-01 00:00:00,17-06-2023,0,Sedan,5606,0.0,0.0,"(17.999, 28.0]"
C4694,20,Male,Single,Metro,High School,Employed,Comprehensive,5,0,4,327098,2,3,2,Email,Cheque,3,21,2,20-06-2020,31-12-2023,04-11-2020,24-04-2022,3,Hatchback,16009,0.0,0.0,"(17.999, 28.0]"
C4695,51,Female,Single,Urban,Master's,Self-Employed,Comprehensive,4,3,1,397009,2,2,0,Phone,Online,0,28,0,11-08-2015,10-08-2019,05-12-2018,25-07-2018,0,Sedan,12880,0.0,0.0,"(48.0, 59.0]"
C4696,66,Female,Married,Urban,Master's,Self-Employed,Third Party,3,5,1,178945,1,1,0,Phone,Cash,9,25,9,22-10-2023,31-12-2023,15-12-2023,07-12-2023,14,Hatchback,19881,0.0,0.0,"(59.0, 69.0]"
C4697,40,Male,Single,Urban,Master's,Employed,Comprehensive,9,5,3,414108,2,1,0,In-Person,Cheque,8,23,5,17-06-2018,31-12-2023,23-12-2019,03-07-2022,1,Sedan,16113,1.0,1.0,"(38.0, 48.0]"
C4698,69,Male,Married,Metro,Bachelor's,Unemployed,Third Party,1,4,3,286104,2,2,2,In-Person,Credit Card,7,5,3,14-11-2020,14-11-2021,19-06-2021,27-08-2021,1,SUV,13222,0.0,0.0,"(59.0, 69.0]"
C4699,40,Female,Single,Urban,Bachelor's,Employed,Comprehensive,8,0,1,92863,2,2,0,Email,Cheque,6,14,3,25-08-2020,31-12-2023,11-11-2022,23-12-2023,0,Sedan,18327,0.0,0.0,"(38.0, 48.0]"
C4700,62,Male,Married,Urban,Master's,Employed,Comprehensive,8,5,2,12261,1,2,2,Phone,Online,5,27,8,19-07-2018,31-12-2023,21-08-2022,05-09-2023,9,Hatchback,14640,0.0,0.0,"(59.0, 69.0]"
C4701,22,Male,Married,Metro,High School,Self-Employed,Own Damage,1,1,2,171341,0,3,1,Email,Cash,0,15,5,30-03-2023,31-12-2023,03-07-2023,16-05-2023,8,Hatchback,10249,0.0,0.0,"(17.999, 28.0]"
C4702,48,Male,Single,Rural,Bachelor's,Employed,Comprehensive,9,2,4,139899,0,2,1,Email,Cheque,5,13,1,01-12-2018,31-12-2023,13-04-2022,17-05-2019,0,SUV,26654,0.0,0.0,"(38.0, 48.0]"
C4703,58,Male,Married,Urban,Bachelor's,Employed,Own Damage,3,0,0,78306,0,2,0,In-Person,Cash,0,26,1,02-12-2023,31-12-2023,2000-01-01 00:00:00,31-12-2023,12,Hatchback,11111,0.0,0.0,"(48.0, 59.0]"
C4704,23,Female,Married,Urban,Bachelor's,Self-Employed,Third Party,6,4,3,375691,2,4,0,Email,Online,0,27,9,02-06-2015,31-05-2021,22-08-2015,02-02-2021,3,SUV,24696,0.0,0.0,"(17.999, 28.0]"
C4705,54,Male,Single,Urban,Master's,Employed,Comprehensive,8,5,1,497222,3,1,0,Email,Credit Card,7,23,5,20-04-2023,31-12-2023,05-07-2023,05-09-2023,4,Sedan,6673,1.0,1.0,"(48.0, 59.0]"
C4706,27,Male,Single,Rural,Diploma,Employed,Comprehensive,4,1,4,340001,0,2,0,Email,Cash,6,15,2,25-12-2023,31-12-2023,24-01-2024,31-12-2023,2,Luxury,26037,0.0,0.0,"(17.999, 28.0]"
C4707,57,Male,Married,Urban,Bachelor's,Unemployed,Third Party,9,3,4,457352,2,2,1,Email,Online,3,13,0,08-03-2016,31-12-2023,16-11-2018,05-04-2022,11,Hatchback,7310,0.0,0.0,"(48.0, 59.0]"
C4708,24,Female,Single,Urban,Bachelor's,Self-Employed,Third Party,5,2,0,372082,2,3,0,Phone,Cash,7,14,3,14-09-2018,13-09-2023,2000-01-01 00:00:00,30-03-2023,13,Hatchback,16589,0.0,0.0,"(17.999, 28.0]"
C4709,56,Male,Married,Urban,Master's,Self-Employed,Comprehensive,4,2,3,41080,0,4,0,In-Person,Online,3,24,3,28-04-2017,27-04-2021,05-10-2020,02-09-2020,10,Hatchback,19287,0.0,0.0,"(48.0, 59.0]"
C4710,55,Male,Married,Metro,Master's,Employed,Comprehensive,5,2,2,466255,1,1,1,Email,Cash,4,12,4,25-03-2023,31-12-2023,03-05-2023,08-08-2023,10,SUV,21982,0.0,0.0,"(48.0, 59.0]"
C4711,38,Female,Single,Metro,Master's,Employed,Third Party,9,4,2,88930,3,3,1,Email,Cheque,9,7,8,17-08-2023,31-12-2023,30-12-2023,19-09-2023,7,Luxury,22034,0.0,0.0,"(28.0, 38.0]"
C4712,37,Female,Married,Metro,Bachelor's,Employed,Third Party,7,0,3,177277,2,1,0,Email,Cash,9,11,1,12-12-2021,31-12-2023,21-02-2022,03-08-2023,5,Hatchback,16765,1.0,1.0,"(28.0, 38.0]"
C4713,20,Female,Single,Metro,High School,Employed,Comprehensive,5,4,4,11979,2,2,0,In-Person,Cash,5,25,9,18-10-2019,31-12-2023,11-06-2022,19-06-2020,14,Sedan,7749,1.0,1.0,"(17.999, 28.0]"
C4714,68,Female,Married,Urban,Bachelor's,Unemployed,Comprehensive,1,2,4,347434,0,2,1,In-Person,Credit Card,6,15,3,17-06-2016,17-06-2017,28-12-2016,02-12-2016,0,Hatchback,18112,0.0,0.0,"(59.0, 69.0]"
C4715,39,Male,Single,Metro,Bachelor's,Employed,Comprehensive,8,0,4,180984,1,3,2,Email,Cash,8,7,8,27-06-2015,25-06-2023,20-03-2017,17-10-2021,5,Hatchback,9827,0.0,0.0,"(38.0, 48.0]"
C4716,64,Male,Married,Urban,Bachelor's,Employed,Comprehensive,6,4,1,449296,1,1,1,Phone,Cheque,2,27,8,15-10-2020,31-12-2023,09-09-2022,01-10-2021,4,Hatchback,19853,0.0,0.0,"(59.0, 69.0]"
C4717,21,Male,Married,Urban,High School,Employed,Comprehensive,9,2,2,134657,1,3,1,In-Person,Cash,6,14,6,22-12-2015,31-12-2023,16-07-2016,09-12-2019,10,Hatchback,6840,0.0,0.0,"(17.999, 28.0]"
C4718,45,Male,Married,Urban,Master's,Employed,Third Party,9,2,1,210394,2,4,0,Phone,Cheque,0,2,1,27-03-2020,31-12-2023,10-12-2022,27-09-2023,4,Hatchback,13759,0.0,0.0,"(38.0, 48.0]"
C4719,29,Female,Single,Urban,Bachelor's,Employed,Comprehensive,7,3,0,101877,0,3,2,Email,Cheque,8,3,0,04-05-2023,31-12-2023,2000-01-01 00:00:00,07-12-2023,6,SUV,22023,0.0,0.0,"(28.0, 38.0]"
C4720,55,Female,Single,Urban,Bachelor's,Self-Employed,Third Party,2,4,2,483374,1,1,1,Email,Cash,7,1,1,23-01-2016,22-01-2018,13-10-2016,19-10-2017,1,Sedan,5312,0.0,0.0,"(48.0, 59.0]"
C4721,68,Female,Single,Urban,Master's,Self-Employed,Own Damage,4,3,3,370507,2,4,2,Email,Cash,4,4,9,10-06-2019,09-06-2023,18-09-2019,08-03-2022,2,SUV,12486,1.0,1.0,"(59.0, 69.0]"
C4722,53,Male,Single,Urban,Bachelor's,Employed,Comprehensive,9,0,4,459460,2,4,2,Phone,Online,4,20,5,26-08-2022,31-12-2023,20-11-2022,14-05-2023,5,Hatchback,18155,1.0,1.0,"(48.0, 59.0]"
C4723,64,Female,Single,Urban,Master's,Unemployed,Third Party,3,3,0,14959,2,1,1,Email,Online,8,6,7,18-10-2015,17-10-2018,2000-01-01 00:00:00,23-11-2015,4,Sedan,8353,1.0,1.0,"(59.0, 69.0]"
C4724,58,Female,Married,Urban,Master's,Unemployed,Own Damage,8,5,3,291170,3,4,2,Phone,Cheque,3,17,2,06-07-2019,31-12-2023,20-08-2020,01-11-2021,14,Hatchback,8117,0.0,0.0,"(48.0, 59.0]"
C4725,22,Male,Married,Urban,High School,Employed,Third Party,1,5,1,376335,3,4,0,Phone,Cheque,0,7,2,13-12-2018,13-12-2019,12-10-2019,18-10-2019,2,Sedan,6198,0.0,0.0,"(17.999, 28.0]"
C4726,30,Female,Single,Urban,Bachelor's,Employed,Comprehensive,8,2,1,288108,2,4,2,Email,Cheque,4,22,3,30-03-2019,31-12-2023,01-04-2020,08-09-2022,14,SUV,11392,0.0,0.0,"(28.0, 38.0]"
