CustomerID,City,Churn,PlanType,EducationLevel,WorkStatus,Gender,RelationshipStatus,PaymentPerMonth,WeeksSinceClaim,OpenPolicies,RenewOfferType,Reachability,VehicleType,InceptionDate,CancelledDate,Premium,TotalClaimValue,TotalClaimNumber,NumberOfComplaints,Age
3023,Hyderabad,Yes,Standard Plan,Diploma,Unemployed,Female,Married,2954.87,36,3,Agent Contact,Online Portal,Motorcycle,2011-04-07,2022-08-23,9164.29,47679.74,4,3,41
3024,Surat,No,Standard Plan,Diploma,Self-Employed,Male,Married,1037.69,29,2,Online Portal,Online Portal,Motorcycle,2014-10-09,,23948.85,41749.09,3,1,63
3025,Pune,No,Standard Plan,Master,Unemployed,Male,Married,4181.53,77,4,Customer Call Centre,Online Portal,Scooter,2019-03-29,,42303.15,19319.32,5,1,66
3026,Pune,No,Standard Plan,Master,Self-Employed,Male,Single,2242.42,76,3,Agent Contact,Branch Visit,Sedan,2019-08-03,,15428.35,21943.8,5,2,36
3027,Delhi,No,Premium Plan,Bachelor,Employed,Male,Single,3556.84,129,4,Online Portal,Agent Contact,SUV,2021-03-13,,18798.69,42083.67,3,0,49
3028,Pune,No,Standard Plan,Bachelor,Employed,Male,Married,2474.89,42,5,Branch Visit,Online Portal,Sedan,2010-07-24,,37394.72,39045.51,0,2,58
3029,Delhi,No,Premium Plan,Master,Unemployed,Female,Married,3776.67,30,5,Customer Call Centre,Agent Contact,SUV,2013-01-19,,49761.47,12744.44,5,1,44
3030,Bangalore,No,Standard Plan,Bachelor,Retired,Female,Married,4945.22,121,1,Agent Contact,Agent Contact,Motorcycle,2015-05-09,,10581.5,49419.03,0,2,40
3031,Mumbai,No,Premium Plan,Master,Employed,Male,Widowed,721.84,147,5,Branch Visit,Agent Contact,Sedan,2010-04-08,,42118.2,1759.92,2,0,23
3032,Mumbai,No,Premium Plan,Diploma,Unemployed,Female,Married,948.3,32,4,Online Portal,Online Portal,Hatchback,2013-07-11,,37338.49,26229.97,4,0,58
3033,Ahmedabad,No,Standard Plan,Diploma,Self-Employed,Female,Single,2411.23,62,3,Customer Call Centre,Branch Visit,Hatchback,2019-12-27,,20908.19,48395.81,1,0,30
3034,Bangalore,No,Basic Plan,Bachelor,Employed,Female,Single,4584.27,23,4,Customer Call Centre,Online Portal,Hatchback,2012-06-14,,45071.81,19697.99,2,2,44
3035,Delhi,No,Standard Plan,Master,Employed,Male,Married,1040.48,43,5,Online Portal,Customer Call Centre,SUV,2022-10-19,,42170.76,6377.27,0,1,66
3036,Surat,No,Premium Plan,Master,Employed,Male,Married,1581.13,46,2,Online Portal,Branch Visit,SUV,2023-12-18,,28025.03,11927.87,1,0,48
3037,Chennai,No,Premium Plan,Diploma,Retired,Male,Single,1982.76,30,3,Branch Visit,Online Portal,Sedan,2022-02-15,,49962.29,49935.81,0,1,45
3038,Bangalore,No,Premium Plan,Bachelor,Employed,Male,Widowed,2883.52,98,2,Online Portal,Online Portal,Hatchback,2023-12-19,,12331.84,47774.16,5,2,37
3039,Chennai,No,Premium Plan,Bachelor,Student,Female,Single,4635.09,58,1,Online Portal,Online Portal,Sedan,2016-10-10,,33127.91,25665.38,5,1,41
3040,Chennai,No,Standard Plan,High School,Self-Employed,Male,Married,3809.29,142,2,Online Portal,Branch Visit,Hatchback,2011-04-24,,14293.8,27263.69,3,0,58
3041,Delhi,Yes,Premium Plan,Master,Self-Employed,Male,Widowed,3543.45,28,5,Customer Call Centre,Agent Contact,Sedan,2015-02-03,2017-10-06,15431.53,16835.8,5,4,20
3042,Bangalore,No,Basic Plan,High School,Self-Employed,Female,Married,671.07,13,4,Branch Visit,Online Portal,SUV,2019-08-06,,41658.75,24833.13,1,1,29
3043,Chennai,No,Standard Plan,Master,Retired,Male,Married,2605.45,108,5,Customer Call Centre,Agent Contact,SUV,2014-02-03,,16432.51,25766.3,5,2,57
3044,Kolkata,Yes,Basic Plan,Bachelor,Retired,Male,Married,4368.88,48,5,Customer Call Centre,Customer Call Centre,Hatchback,2019-08-23,2022-04-24,22677.07,11749.33,4,3,53
3045,Kolkata,Yes,Standard Plan,Bachelor,Self-Employed,Male,Single,1678.33,35,5,Branch Visit,Online Portal,SUV,2021-07-08,2023-04-20,17348.7,20339.97,4,5,45
3046,Mumbai,No,Standard Plan,Diploma,Student,Female,Married,1263.11,8,4,Customer Call Centre,Online Portal,Hatchback,2015-08-24,,39142.32,3669.06,4,2,30
3047,Kolkata,No,Premium Plan,Diploma,Employed,Male,Married,4936.27,63,3,Customer Call Centre,Branch Visit,Motorcycle,2016-07-13,,26333.95,18051.39,2,2,32
3048,Mumbai,No,Standard Plan,High School,Retired,Female,Divorced,2482.94,42,4,Customer Call Centre,Agent Contact,Sedan,2022-11-09,,42095.32,31689.17,4,1,30
3049,Bangalore,No,Premium Plan,Master,Employed,Male,Married,2709.85,25,1,Online Portal,Agent Contact,Mini Truck,2022-08-02,,25589.07,11720.04,1,0,22
3050,Chennai,No,Standard Plan,Bachelor,Employed,Female,Married,3374.76,2,1,Customer Call Centre,Branch Visit,Scooter,2012-05-19,,13462.32,41842.25,0,0,61
3051,Pune,No,Premium Plan,Master,Self-Employed,Female,Single,3769.88,64,5,Online Portal,Online Portal,Motorcycle,2023-06-13,,44232.52,29430.89,0,0,47
3052,Ahmedabad,No,Premium Plan,Bachelor,Employed,Male,Single,2198.38,133,3,Branch Visit,Agent Contact,Motorcycle,2021-09-23,,32492.73,37473.2,4,1,30
3053,Mumbai,No,Standard Plan,Diploma,Employed,Female,Divorced,3332.9,27,3,Customer Call Centre,Online Portal,Sedan,2022-04-27,,35472.53,30839.62,3,2,18
3054,Jaipur,No,Premium Plan,Master,Self-Employed,Female,Single,1045.8,121,5,Online Portal,Branch Visit,Scooter,2011-05-03,,21352.02,34491.87,4,2,55
3055,Bangalore,No,Standard Plan,Master,Self-Employed,Female,Married,2538.56,7,5,Customer Call Centre,Online Portal,Sedan,2018-07-09,,45445.71,15525.87,3,2,52
3056,Ahmedabad,No,Standard Plan,Master,Student,Female,Divorced,2706.99,124,2,Customer Call Centre,Online Portal,Scooter,2022-09-07,,45317.58,16587.05,5,2,64
3057,Kolkata,No,Premium Plan,Diploma,Unemployed,Male,Divorced,3046.69,72,4,Online Portal,Online Portal,Scooter,2015-11-20,,25940.38,25505.36,5,1,70
3058,Delhi,Yes,Premium Plan,Diploma,Retired,Male,Married,513.59,93,2,Agent Contact,Customer Call Centre,Scooter,2010-11-30,2011-08-30,13930.15,1148.55,10,2,39
3059,Chennai,No,Standard Plan,Bachelor,Employed,Male,Single,1239.75,41,5,Online Portal,Branch Visit,SUV,2017-06-08,,21120.84,38073.33,2,2,21
3060,Chennai,No,Standard Plan,Master,Employed,Female,Married,4246.41,3,4,Customer Call Centre,Online Portal,Hatchback,2013-12-13,,15537.74,38873.54,1,0,36
3061,Pune,No,Standard Plan,Doctorate,Employed,Female,Widowed,1783.71,102,4,Customer Call Centre,Branch Visit,Scooter,2011-04-18,,31263.09,31930.78,0,0,71
3062,Hyderabad,No,Premium Plan,Bachelor,Unemployed,Female,Single,3276.45,27,4,Customer Call Centre,Online Portal,Hatchback,2015-10-18,,23847.39,14033.84,5,0,50
3063,Hyderabad,No,Standard Plan,Bachelor,Retired,Male,Married,2174.83,102,4,Online Portal,Branch Visit,Scooter,2020-04-18,,24324.43,23773.59,0,1,18
3064,Mumbai,No,Standard Plan,Diploma,Self-Employed,Female,Married,853.29,133,5,Agent Contact,Agent Contact,Scooter,2023-01-31,,7022.47,28207.48,5,2,59
3065,Delhi,No,Premium Plan,Bachelor,Self-Employed,Female,Single,1570.65,24,4,Agent Contact,Agent Contact,SUV,2020-06-11,,18581.64,15701.59,2,2,23
3066,Kolkata,No,Premium Plan,Bachelor,Student,Male,Single,4072.16,78,5,Customer Call Centre,Online Portal,Scooter,2020-02-18,,11427.11,10790.64,2,0,50
3067,Delhi,No,Standard Plan,Bachelor,Employed,Male,Single,1307.11,82,1,Online Portal,Online Portal,Hatchback,2016-10-01,,24129.47,40546.24,4,0,59
3068,Chennai,No,Basic Plan,Diploma,Employed,Male,Single,4307.12,68,1,Online Portal,Customer Call Centre,Hatchback,2023-02-28,,46952.17,14460.6,2,1,55
3069,Bangalore,No,Premium Plan,High School,Employed,Female,Single,2080.23,20,5,Agent Contact,Online Portal,Hatchback,2015-07-22,,9363.99,35844.99,0,1,58
3070,Ahmedabad,No,Standard Plan,Bachelor,Retired,Male,Single,3282.05,150,1,Customer Call Centre,Customer Call Centre,SUV,2010-07-04,,49003.97,12540.7,3,0,51
3071,Mumbai,No,Premium Plan,Master,Self-Employed,Female,Married,2130.68,25,4,Branch Visit,Branch Visit,Scooter,2020-10-15,,13706.01,47565.31,1,0,43
3072,Bangalore,No,Premium Plan,Doctorate,Employed,Male,Married,1000.05,44,3,Online Portal,Online Portal,SUV,2014-08-26,,39100.29,1127.39,5,2,19
3073,Chennai,No,Standard Plan,Bachelor,Self-Employed,Female,Married,1264.83,94,1,Branch Visit,Online Portal,Hatchback,2023-05-01,,34735.29,29081.3,3,1,18
3074,Chennai,No,Premium Plan,Bachelor,Retired,Female,Single,4756.69,84,5,Customer Call Centre,Online Portal,Scooter,2017-08-31,,19920.38,18259.01,1,0,28
3075,Ahmedabad,No,Standard Plan,Bachelor,Employed,Male,Married,598.9,70,1,Online Portal,Branch Visit,SUV,2018-05-07,,6322.76,41798.15,2,2,53
3076,Mumbai,No,Standard Plan,Bachelor,Employed,Male,Single,1224.72,25,4,Online Portal,Online Portal,Hatchback,2013-11-18,,22704.56,32485.94,3,0,59
3077,Jaipur,No,Basic Plan,Master,Employed,Male,Widowed,1230.71,36,2,Agent Contact,Agent Contact,Mini Truck,2016-01-20,,28698.23,11527.08,1,1,50
3078,Ahmedabad,No,Premium Plan,Bachelor,Student,Female,Married,4736.29,139,3,Customer Call Centre,Agent Contact,Sedan,2019-05-30,,35436.56,22696.27,2,1,37
3079,Mumbai,No,Premium Plan,Master,Employed,Female,Single,1947.83,90,2,Online Portal,Agent Contact,Hatchback,2016-05-21,,14893.76,27342.59,4,0,32
3080,Mumbai,No,Standard Plan,Master,Employed,Male,Married,3638.15,116,4,Branch Visit,Branch Visit,SUV,2017-05-07,,37706.67,33771.45,2,1,19
3081,Lucknow,No,Standard Plan,Diploma,Self-Employed,Male,Single,618.25,50,4,Online Portal,Branch Visit,Sedan,2013-02-28,,24844.41,14805.83,0,1,34
3082,Hyderabad,Yes,Premium Plan,Bachelor,Employed,Female,Widowed,1569.52,83,4,Agent Contact,Online Portal,Scooter,2021-07-25,2023-06-30,10428.6,36503.79,3,3,59
3083,Chennai,Yes,Standard Plan,Doctorate,Self-Employed,Male,Married,2103.88,30,1,Online Portal,Online Portal,Hatchback,2021-03-29,2022-08-14,29115.31,11367.4,5,4,64
3084,Mumbai,No,Standard Plan,Master,Student,Male,Single,602.38,43,2,Branch Visit,Branch Visit,SUV,2011-06-17,,42201.19,29036.62,4,1,68
3085,Hyderabad,No,Standard Plan,Bachelor,Employed,Female,Married,4677.64,44,4,Online Portal,Agent Contact,Scooter,2023-02-20,,2213.14,32791.13,1,0,48
3086,Pune,Yes,Standard Plan,Master,Employed,Female,Single,2209.05,84,2,Online Portal,Online Portal,Mini Truck,2020-07-10,2021-04-03,40217.56,19089.74,9,4,54
3087,Mumbai,No,Standard Plan,Bachelor,Employed,Female,Single,4370.51,107,4,Agent Contact,Online Portal,SUV,2023-07-30,,48401.81,15197.97,0,0,35
3088,Lucknow,Yes,Standard Plan,Bachelor,Employed,Male,Married,4247.71,129,4,Online Portal,Online Portal,SUV,2014-03-12,2015-04-02,33825.51,2048.13,10,3,24
3089,Bangalore,No,Standard Plan,Bachelor,Employed,Male,Single,1108.89,145,4,Branch Visit,Online Portal,Hatchback,2011-05-25,,48936.62,49743.39,5,2,73
3090,Mumbai,No,Basic Plan,Master,Retired,Female,Divorced,3177.14,83,4,Online Portal,Online Portal,SUV,2014-07-24,,4477.43,23918.77,4,0,23
3091,Hyderabad,Yes,Standard Plan,Diploma,Self-Employed,Male,Single,4166.45,90,5,Customer Call Centre,Online Portal,Hatchback,2012-08-16,2018-06-19,2528.24,17582.04,4,3,58
3092,Bangalore,No,Basic Plan,High School,Employed,Male,Single,4681.92,70,2,Online Portal,Agent Contact,Hatchback,2022-02-09,,8997.25,45176.04,3,2,25
3093,Bangalore,No,Standard Plan,Master,Unemployed,Female,Married,4525.07,38,4,Branch Visit,Agent Contact,Hatchback,2023-05-03,,20907.96,20109.45,5,1,37
3094,Hyderabad,No,Premium Plan,Diploma,Retired,Male,Married,502.76,24,5,Agent Contact,Branch Visit,Scooter,2020-10-13,,21673.23,28206.29,0,2,29
3095,Mumbai,No,Premium Plan,Bachelor,Employed,Female,Married,1914.07,132,5,Branch Visit,Online Portal,Sedan,2012-08-16,,33388.44,17186.58,5,2,38
3096,Bangalore,No,Premium Plan,Bachelor,Self-Employed,Female,Divorced,683.61,55,3,Customer Call Centre,Online Portal,Sedan,2022-08-02,,3373.73,49774.37,4,1,57
3097,Mumbai,No,Standard Plan,Bachelor,Student,Male,Single,3259.51,24,5,Online Portal,Customer Call Centre,Mini Truck,2016-08-18,,11152.0,20480.8,5,2,55
3098,Surat,No,Standard Plan,Bachelor,Unemployed,Female,Single,716.83,89,1,Agent Contact,Online Portal,SUV,2015-05-22,,22670.49,2008.39,4,1,25
3099,Bangalore,No,Premium Plan,Bachelor,Employed,Male,Single,4120.0,84,5,Branch Visit,Online Portal,SUV,2016-02-20,,15886.56,14305.18,0,0,62
3100,Delhi,No,Standard Plan,Bachelor,Employed,Female,Married,3798.16,86,3,Online Portal,Online Portal,Sedan,2011-10-25,,40066.34,38679.13,1,2,44
3101,Chennai,No,Premium Plan,Master,Retired,Female,Married,2191.52,62,2,Branch Visit,Agent Contact,SUV,2011-07-23,,3098.16,31746.99,0,0,51
3102,Bangalore,No,Premium Plan,High School,Self-Employed,Male,Married,1012.88,30,2,Branch Visit,Agent Contact,Hatchback,2010-02-02,,6577.76,2444.17,3,2,50
3103,Jaipur,No,Premium Plan,Master,Unemployed,Female,Single,1642.82,36,3,Agent Contact,Online Portal,Scooter,2015-03-31,,18253.23,15614.7,3,2,40
3104,Hyderabad,No,Standard Plan,Master,Unemployed,Male,Single,1644.2,5,1,Online Portal,Online Portal,Sedan,2017-07-26,,3030.49,15872.52,5,2,59
3105,Delhi,No,Standard Plan,Master,Retired,Male,Single,2072.14,142,5,Online Portal,Online Portal,Motorcycle,2016-02-15,,45679.19,3359.54,5,1,75
3106,Delhi,No,Standard Plan,Diploma,Unemployed,Female,Single,4853.14,62,1,Branch Visit,Online Portal,Sedan,2022-12-14,,45306.03,39396.21,3,1,22
3107,Bangalore,Yes,Standard Plan,Bachelor,Employed,Female,Married,1972.83,108,5,Branch Visit,Customer Call Centre,Sedan,2014-08-04,2015-09-28,38672.83,21504.01,4,2,28
3108,Mumbai,No,Standard Plan,Bachelor,Retired,Male,Married,3331.57,115,2,Online Portal,Agent Contact,Motorcycle,2012-04-03,,8104.34,48523.4,2,1,24
3109,Mumbai,No,Premium Plan,Bachelor,Employed,Female,Single,3521.82,142,2,Customer Call Centre,Branch Visit,Sedan,2011-06-27,,45540.98,3525.06,1,0,38
3110,Jaipur,No,Premium Plan,Diploma,Retired,Male,Married,576.83,117,1,Customer Call Centre,Agent Contact,Scooter,2013-03-10,,5720.86,20776.79,5,2,62
3111,Chennai,No,Standard Plan,High School,Retired,Female,Married,1369.97,28,5,Agent Contact,Branch Visit,Hatchback,2017-05-02,,15809.07,8382.85,4,1,40
3112,Mumbai,No,Basic Plan,Master,Employed,Male,Married,2201.93,50,5,Online Portal,Customer Call Centre,Scooter,2017-08-21,,22834.09,49125.22,5,0,63
3113,Kolkata,Yes,Premium Plan,Master,Retired,Male,Married,4540.61,86,3,Agent Contact,Branch Visit,Scooter,2019-06-23,2023-09-20,8424.53,40454.51,7,5,41
3114,Bangalore,Yes,Standard Plan,High School,Employed,Male,Married,850.79,148,1,Agent Contact,Branch Visit,Sedan,2018-09-20,2021-06-21,44373.35,44879.75,7,4,65
3115,Delhi,No,Standard Plan,Bachelor,Self-Employed,Male,Single,2684.79,35,1,Agent Contact,Online Portal,Sedan,2011-10-04,,14882.73,31970.97,2,0,46
3116,Delhi,No,Basic Plan,Master,Retired,Male,Single,4707.42,48,3,Online Portal,Customer Call Centre,Scooter,2010-06-13,,49584.03,16244.57,1,0,31
3117,Pune,No,Standard Plan,High School,Employed,Male,Married,3290.93,41,1,Online Portal,Customer Call Centre,Sedan,2011-07-11,,23212.68,42385.64,0,0,71
3118,Kolkata,No,Standard Plan,Bachelor,Self-Employed,Female,Married,1654.99,13,1,Branch Visit,Branch Visit,SUV,2016-01-09,,49944.8,4682.84,0,2,22
3119,Bangalore,No,Premium Plan,Master,Employed,Male,Married,1336.73,12,3,Agent Contact,Branch Visit,Sedan,2019-06-06,,21224.2,17973.55,2,2,19
3120,Mumbai,No,Standard Plan,Master,Employed,Male,Married,4004.85,59,5,Customer Call Centre,Agent Contact,SUV,2011-08-02,,10706.44,14125.07,5,0,52
3121,Hyderabad,No,Standard Plan,High School,Employed,Female,Married,2581.93,103,3,Branch Visit,Customer Call Centre,Mini Truck,2020-02-27,,28598.19,5900.66,1,1,45
3122,Mumbai,Yes,Basic Plan,Diploma,Employed,Male,Married,3118.85,17,1,Customer Call Centre,Agent Contact,SUV,2020-03-05,2023-05-03,28118.32,47477.82,3,5,53
3123,Mumbai,No,Standard Plan,Bachelor,Employed,Female,Single,2543.45,78,5,Online Portal,Online Portal,SUV,2015-07-09,,39970.96,37025.96,4,1,37
3124,Nagpur,Yes,Premium Plan,Bachelor,Employed,Male,Married,918.73,34,4,Online Portal,Agent Contact,Sedan,2016-07-21,2016-02-08,14951.29,45272.97,10,2,26
3125,Chennai,No,Standard Plan,Bachelor,Unemployed,Male,Married,1951.57,94,2,Branch Visit,Agent Contact,Hatchback,2014-12-19,,10294.0,48228.01,5,1,70
3126,Delhi,No,Standard Plan,Master,Self-Employed,Female,Married,3027.37,62,5,Online Portal,Online Portal,Hatchback,2017-01-15,,4441.67,24464.98,5,2,31
3127,Hyderabad,No,Premium Plan,Master,Employed,Female,Married,1211.91,145,1,Online Portal,Customer Call Centre,Hatchback,2016-08-06,,23235.78,31497.95,5,2,37
3128,Hyderabad,No,Standard Plan,Bachelor,Employed,Male,Single,889.9,107,2,Online Portal,Branch Visit,Sedan,2023-04-04,,9729.91,24004.48,4,1,63
3129,Ahmedabad,No,Standard Plan,Doctorate,Self-Employed,Male,Married,1054.07,79,3,Agent Contact,Customer Call Centre,Scooter,2011-06-11,,42602.22,14158.84,3,1,56
3130,Chennai,No,Premium Plan,Bachelor,Employed,Male,Married,1946.51,73,3,Online Portal,Agent Contact,Scooter,2022-05-02,,31619.33,34650.18,0,0,51
3131,Pune,No,Standard Plan,Bachelor,Self-Employed,Male,Single,3229.87,15,5,Customer Call Centre,Agent Contact,Mini Truck,2019-07-09,,35667.3,33032.42,4,2,29
3132,Mumbai,Yes,Standard Plan,High School,Retired,Female,Married,4620.19,113,1,Customer Call Centre,Agent Contact,Scooter,2014-02-17,2023-09-25,35959.52,22969.96,6,5,21
3133,Pune,Yes,Premium Plan,High School,Employed,Male,Single,4335.52,149,4,Customer Call Centre,Online Portal,Sedan,2018-11-13,2019-06-11,37074.69,7914.9,8,3,31
3134,Delhi,No,Premium Plan,Bachelor,Self-Employed,Female,Single,3779.87,100,4,Branch Visit,Online Portal,Sedan,2021-08-29,,45954.25,15623.68,1,2,19
3135,Mumbai,Yes,Standard Plan,Bachelor,Self-Employed,Female,Divorced,1987.17,127,2,Online Portal,Customer Call Centre,Scooter,2016-06-23,2017-06-10,21039.16,48485.88,8,2,65
3136,Ahmedabad,No,Standard Plan,Master,Employed,Female,Single,1193.59,73,3,Agent Contact,Branch Visit,SUV,2012-05-12,,4581.53,8789.96,2,0,53
3137,Chennai,No,Standard Plan,High School,Employed,Female,Married,3354.2,144,4,Branch Visit,Agent Contact,Scooter,2014-07-30,,32356.59,17685.28,4,1,67
3138,Jaipur,No,Standard Plan,Bachelor,Employed,Male,Single,3471.09,109,1,Branch Visit,Branch Visit,Mini Truck,2015-02-15,,33325.21,1875.21,0,1,58
3139,Mumbai,No,Standard Plan,Doctorate,Self-Employed,Female,Married,3367.78,90,1,Customer Call Centre,Branch Visit,Scooter,2014-07-26,,47336.04,28936.09,5,0,32
3140,Hyderabad,No,Standard Plan,Master,Self-Employed,Female,Married,3135.64,90,5,Online Portal,Agent Contact,Motorcycle,2018-05-23,,16203.84,38098.8,5,0,51
3141,Mumbai,Yes,Premium Plan,Bachelor,Student,Male,Married,4367.92,133,4,Agent Contact,Agent Contact,SUV,2012-06-25,2013-01-28,21227.93,29850.4,8,5,28
3142,Bangalore,Yes,Standard Plan,Master,Unemployed,Male,Single,2996.04,73,1,Agent Contact,Online Portal,Hatchback,2012-11-04,2019-05-24,39473.48,34887.68,10,4,55
3143,Delhi,No,Standard Plan,Bachelor,Retired,Female,Married,1336.88,129,3,Agent Contact,Customer Call Centre,Sedan,2014-09-11,,42403.31,14630.01,3,0,45
3144,Delhi,No,Premium Plan,Master,Employed,Female,Married,4222.92,53,4,Online Portal,Online Portal,SUV,2017-03-01,,35883.4,5625.2,3,0,43
3145,Kolkata,No,Basic Plan,High School,Self-Employed,Male,Married,2436.25,127,3,Online Portal,Online Portal,Hatchback,2015-02-06,,37140.75,10996.98,4,1,38
3146,Bangalore,Yes,Premium Plan,Bachelor,Retired,Female,Married,3621.32,69,5,Online Portal,Agent Contact,SUV,2018-03-28,2018-08-27,4181.41,5001.62,7,2,47
3147,Kolkata,No,Standard Plan,Bachelor,Employed,Male,Married,4973.19,71,2,Online Portal,Branch Visit,Scooter,2016-02-22,,17461.44,34979.86,4,0,27
3148,Mumbai,No,Standard Plan,Master,Self-Employed,Male,Married,2576.04,93,4,Online Portal,Online Portal,Scooter,2014-04-14,,15176.56,34165.67,5,1,61
3149,Chennai,No,Standard Plan,Doctorate,Employed,Female,Married,2293.18,112,5,Agent Contact,Agent Contact,SUV,2014-03-13,,10364.27,23496.52,1,2,26
3150,Kolkata,No,Standard Plan,Diploma,Employed,Male,Single,4457.32,62,2,Online Portal,Agent Contact,Sedan,2022-04-07,,19275.21,44580.13,5,1,53
3151,Mumbai,No,Premium Plan,Bachelor,Employed,Female,Single,4356.54,129,1,Online Portal,Agent Contact,Motorcycle,2020-08-19,,23635.31,10808.08,4,0,62
3152,Bangalore,No,Basic Plan,Diploma,Employed,Female,Single,4439.2,76,4,Online Portal,Online Portal,Scooter,2018-06-08,,13252.97,25037.04,0,2,56
3153,Mumbai,No,Premium Plan,Diploma,Self-Employed,Male,Married,1081.25,133,2,Online Portal,Online Portal,Scooter,2020-02-07,,24684.22,1419.59,5,0,58
3154,Chennai,No,Premium Plan,Bachelor,Employed,Male,Single,1163.5,47,2,Branch Visit,Agent Contact,Sedan,2020-06-28,,11830.31,47616.1,1,0,70
3155,Hyderabad,No,Basic Plan,Bachelor,Retired,Male,Married,1514.76,67,2,Agent Contact,Branch Visit,SUV,2013-04-30,,26756.04,28253.6,0,1,59
3156,Pune,No,Standard Plan,Master,Employed,Female,Single,3517.06,55,2,Branch Visit,Branch Visit,Sedan,2017-10-16,,43173.92,20364.33,1,0,56
3157,Hyderabad,No,Premium Plan,Diploma,Unemployed,Male,Single,4621.11,29,2,Branch Visit,Branch Visit,Hatchback,2011-10-27,,47358.11,42916.63,1,2,23
3158,Kolkata,No,Standard Plan,Bachelor,Employed,Male,Single,730.72,68,5,Customer Call Centre,Customer Call Centre,SUV,2012-04-21,,39069.04,9099.69,5,2,29
3159,Pune,No,Basic Plan,Bachelor,Self-Employed,Male,Married,2141.33,14,5,Agent Contact,Branch Visit,Scooter,2015-03-09,,4418.88,45325.66,3,0,21
3160,Delhi,Yes,Standard Plan,Master,Self-Employed,Female,Married,4797.16,98,4,Branch Visit,Online Portal,Sedan,2010-02-12,2016-09-24,6494.1,36946.38,8,4,65
3161,Delhi,No,Premium Plan,Bachelor,Self-Employed,Male,Married,3154.21,10,2,Customer Call Centre,Customer Call Centre,Sedan,2015-08-27,,48116.1,39285.09,4,0,21
3162,Delhi,No,Premium Plan,Diploma,Employed,Male,Married,2585.01,135,1,Customer Call Centre,Agent Contact,Sedan,2020-07-20,,21239.11,14713.32,5,0,20
3163,Jaipur,No,Standard Plan,Bachelor,Employed,Female,Single,1021.29,116,2,Online Portal,Online Portal,SUV,2016-06-18,,41855.32,2114.49,1,1,25
3164,Chennai,No,Standard Plan,Bachelor,Employed,Male,Single,1003.47,108,4,Agent Contact,Agent Contact,Sedan,2023-09-06,,31063.67,25896.51,2,2,20
3165,Kolkata,No,Premium Plan,Bachelor,Employed,Male,Married,3702.53,14,2,Agent Contact,Customer Call Centre,Sedan,2015-08-10,,8506.33,34051.01,1,0,64
3166,Bangalore,No,Standard Plan,Bachelor,Self-Employed,Male,Married,1041.84,82,3,Agent Contact,Agent Contact,Sedan,2017-06-28,,4629.1,42168.0,0,2,50
3167,Surat,No,Premium Plan,Bachelor,Self-Employed,Female,Single,3810.46,28,2,Online Portal,Online Portal,SUV,2015-09-11,,14987.11,45065.16,4,2,58
3168,Jaipur,No,Standard Plan,Diploma,Employed,Female,Married,4950.38,119,2,Online Portal,Online Portal,Motorcycle,2017-04-29,,25086.87,2910.71,5,0,55
3169,Bangalore,No,Basic Plan,Diploma,Employed,Male,Single,3100.79,10,4,Online Portal,Online Portal,Sedan,2023-11-16,,21907.62,10629.55,0,0,20
3170,Ahmedabad,No,Basic Plan,Master,Retired,Female,Married,2658.54,120,4,Agent Contact,Branch Visit,SUV,2021-01-28,,41324.92,14355.72,4,2,35
3171,Hyderabad,Yes,Standard Plan,Bachelor,Employed,Female,Married,4873.46,83,3,Online Portal,Agent Contact,Sedan,2020-02-11,2020-07-30,4230.25,25222.11,6,5,39
3172,Chennai,No,Premium Plan,Bachelor,Employed,Male,Widowed,4111.0,125,3,Customer Call Centre,Branch Visit,Scooter,2015-02-10,,39371.75,36754.94,0,0,75
3173,Pune,No,Basic Plan,Diploma,Self-Employed,Male,Single,4811.69,60,5,Branch Visit,Branch Visit,SUV,2015-06-16,,23080.22,23791.07,3,0,47
3174,Bangalore,No,Standard Plan,Master,Employed,Female,Single,2273.32,85,4,Customer Call Centre,Branch Visit,Hatchback,2020-04-06,,35152.03,27164.55,0,1,45
3175,Kolkata,No,Standard Plan,Master,Employed,Female,Married,3264.12,145,1,Customer Call Centre,Online Portal,Scooter,2021-10-30,,13588.79,41521.68,3,1,18
3176,Lucknow,No,Basic Plan,Bachelor,Self-Employed,Male,Married,2619.0,61,1,Customer Call Centre,Agent Contact,Sedan,2013-06-02,,5393.51,27459.72,1,2,61
3177,Ahmedabad,No,Premium Plan,Bachelor,Employed,Male,Single,3312.43,39,2,Customer Call Centre,Branch Visit,Hatchback,2018-02-24,,35291.62,36597.09,2,1,36
3178,Ahmedabad,No,Basic Plan,Master,Retired,Female,Married,1805.75,113,4,Online Portal,Online Portal,Hatchback,2015-05-07,,20599.31,28854.11,3,0,54
3179,Ahmedabad,Yes,Premium Plan,Diploma,Self-Employed,Male,Married,2893.44,43,2,Online Portal,Online Portal,Hatchback,2013-01-08,2019-10-11,36585.74,42982.74,9,5,71
3180,Surat,No,Standard Plan,Master,Unemployed,Female,Married,1295.54,20,2,Agent Contact,Agent Contact,SUV,2015-06-07,,48270.7,39602.28,1,0,25
3181,Delhi,No,Premium Plan,High School,Employed,Male,Single,4268.41,27,5,Online Portal,Agent Contact,Mini Truck,2014-12-16,,26359.28,15118.5,1,0,32
