Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,premium_amount,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Discount_Availed,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Customer_Join_Date,Policy_Start_Date,Vehicle_Age,Vehicle_Type,Last_Claim_Date,Last_Payment_Date,Churn
1132,67,Female,Married,Rural,High School,Retired,Zero Depreciation,3222.52,3,2,5,335170.59,3,0,3,3,Agent,Cash,,20,13,2021-04-14,2023-05-13,0,Electric,,2023-05-01,0
1133,60,Male,Divorced,Rural,Bachelor,Employed,Third-Party,8623.44,3,2,0,228263.78,0,0,2,2,Phone,Credit Card,2.0,24,0,2018-08-09,2018-02-16,5,Sedan,2018-09-06,2020-02-14,0
1134,36,Male,Divorced,Metro,High School,Employed,Comprehensive,4788.54,5,5,5,283757.46,2,0,3,2,Phone,Credit Card,9.0,16,7,2020-05-11,2021-12-13,2,SUV,2017-04-06,2022-10-15,0
1135,60,Female,Single,Metro,Bachelor,Employed,Comprehensive,7376.4,1,0,4,45063.34,0,1,3,3,Agent,UPI,7.0,22,12,2017-10-28,2018-09-25,5,Hatchback,2023-01-18,2023-07-28,0
1136,58,Female,Divorced,Rural,Bachelor,Employed,Third-Party,3934.72,3,1,1,216460.73,3,0,2,1,Email,Cash,9.0,17,2,2022-06-22,2022-04-07,0,Sedan,2018-12-03,2023-03-22,0
1137,53,Female,Divorced,Urban,Bachelor,Employed,Third-Party,7322.27,1,2,1,101444.44,1,1,2,1,Email,Credit Card,5.0,23,13,2015-01-04,2021-05-20,2,Hatchback,2022-02-27,2021-04-16,0
1138,24,Male,Divorced,Metro,Master,Retired,Third-Party,1391.69,3,6,4,345887.68,0,1,5,1,Email,Cash,8.0,7,3,2022-01-04,2022-09-27,1,SUV,2021-08-10,2022-03-12,0
1139,68,Female,Married,Urban,Bachelor,Employed,Third-Party,9363.36,5,0,3,212965.09,0,0,4,1,Agent,Credit Card,5.0,11,5,2017-08-15,2023-05-26,0,Hatchback,2021-03-26,2023-01-16,0
1140,44,Male,Divorced,Urban,High School,Employed,Comprehensive,8082.05,3,6,3,331606.93,3,1,1,0,Email,Cash,6.0,4,12,2015-07-07,2022-05-19,1,Hatchback,2015-04-11,2023-06-21,1
1141,49,Male,Divorced,Rural,Bachelor,Employed,Zero Depreciation,6983.25,1,2,1,65321.99,1,1,5,0,Phone,UPI,1.0,23,1,2017-11-10,2017-11-03,0,Sedan,2021-01-19,2020-12-04,0
1142,72,Male,Married,Urban,Master,Retired,Third-Party,3914.94,3,5,1,61726.4,2,1,3,3,Phone,Credit Card,7.0,26,11,2017-05-03,2020-04-09,3,Sedan,2021-10-16,2023-06-14,1
1143,64,Female,Married,Metro,High School,Employed,Third-Party,8583.29,1,1,5,295141.68,3,0,5,3,Email,Net Banking,0.0,24,8,2020-05-03,2021-11-02,2,Electric,2020-06-02,2023-08-17,0
1144,22,Female,Married,Urban,Bachelor,Self-Employed,Third-Party,7909.17,3,1,2,446382.69,2,1,2,0,SMS,Net Banking,8.0,3,7,2020-11-21,2021-02-02,2,Hatchback,,2023-08-26,0
1145,55,Male,Married,Rural,High School,Employed,Third-Party,5077.76,1,7,3,374086.46,3,0,3,1,Phone,UPI,8.0,10,0,2017-01-13,2022-12-04,1,Electric,2022-10-14,2023-10-20,1
1146,72,Male,Divorced,Urban,High School,Self-Employed,Zero Depreciation,2777.05,3,1,2,403329.45,4,0,5,2,Phone,Net Banking,3.0,24,17,2019-12-23,2022-07-08,1,Electric,2021-03-12,2022-04-20,0
1147,49,Male,Divorced,Urban,Bachelor,Retired,Third-Party,2579.63,1,0,1,103734.57,1,0,5,1,SMS,UPI,9.0,22,1,2018-07-21,2021-07-06,2,SUV,2022-07-04,2022-02-04,0
1148,72,Male,Divorced,Rural,Bachelor,Employed,Comprehensive,5393.76,1,3,1,256906.49,1,0,2,0,Phone,Credit Card,5.0,6,9,2016-12-04,2018-09-09,5,Hatchback,2023-03-19,2020-09-21,1
1149,37,Female,Single,Urban,Bachelor,Employed,Third-Party,8050.67,1,3,2,442818.36,1,1,3,0,Email,Credit Card,2.0,29,17,2015-04-16,2020-06-10,3,Electric,2023-02-19,2021-05-05,0
1150,40,Male,Married,Metro,Bachelor,Self-Employed,Third-Party,7430.19,3,5,3,468533.31,0,1,5,1,Email,Credit Card,4.0,6,18,2016-03-19,2017-05-25,6,SUV,2017-09-03,2022-02-06,0
1151,22,Female,Divorced,Urban,High School,Retired,Third-Party,5442.08,1,5,3,33232.72,0,0,3,1,Phone,Net Banking,,13,6,2018-09-22,2018-09-21,5,Electric,,2019-10-28,0
1152,23,Male,Divorced,Urban,High School,Employed,Third-Party,2839.85,3,9,1,83941.58,0,0,2,2,Email,Credit Card,5.0,18,2,2022-01-01,2023-08-20,0,Sedan,2016-08-21,2023-06-01,0
1153,70,Female,Divorced,Metro,Bachelor,Employed,Third-Party,3153.07,1,9,0,56102.58,4,0,2,2,SMS,Net Banking,4.0,26,19,2020-02-28,2023-03-06,0,Electric,2023-03-04,2023-10-19,0
1154,66,Male,Married,Metro,Bachelor,Employed,Comprehensive,1518.74,1,7,0,88884.45,0,0,4,3,Phone,UPI,7.0,21,6,2021-12-05,2023-06-03,0,SUV,2021-06-17,2023-04-27,0
1155,21,Female,Married,Urban,High School,Retired,Comprehensive,2591.17,1,0,1,82886.26,1,0,3,2,Phone,Cash,2.0,13,5,2022-02-08,2022-11-01,1,Hatchback,2023-01-06,2022-06-08,0
1156,45,Female,Married,Metro,Bachelor,Retired,Comprehensive,1114.83,3,4,5,239913.5,2,0,2,0,Email,Cash,5.0,6,11,2021-02-24,2023-05-17,0,Electric,,2023-10-22,0
1157,28,Female,Divorced,Urban,Bachelor,Employed,Comprehensive,7070.45,3,7,0,170625.03,4,1,3,0,Agent,UPI,3.0,18,18,2016-02-11,2022-02-02,1,Sedan,2019-08-28,2022-10-23,0
1158,48,Male,Married,Metro,High School,Employed,Third-Party,6294.16,1,7,1,44863.52,1,1,3,0,Phone,UPI,4.0,18,9,2020-05-05,2023-12-25,0,SUV,,2023-05-26,0
1159,49,Female,Divorced,Rural,Bachelor,Employed,Third-Party,9891.61,1,5,3,164633.73,1,0,3,3,Email,Cash,2.0,26,13,2021-03-21,2022-12-02,1,Sedan,2016-12-03,2022-04-08,1
1160,41,Male,Single,Metro,Bachelor,Self-Employed,Third-Party,7864.96,1,5,3,450828.09,3,0,3,0,Email,Credit Card,8.0,9,7,2017-02-17,2022-11-26,1,Sedan,2021-04-03,2023-11-15,0
1161,71,Female,Married,Metro,High School,Student,Third-Party,3216.16,1,3,5,233988.5,0,1,1,1,SMS,UPI,1.0,7,3,2015-10-21,2015-03-28,0,Sedan,2022-07-06,2019-08-05,0
1162,24,Female,Married,Metro,Bachelor,Retired,Zero Depreciation,7371.03,3,0,0,368957.15,4,0,2,1,Phone,UPI,2.0,8,3,2017-08-12,2020-01-10,1,SUV,2021-01-04,2022-07-04,0
1163,74,Male,Divorced,Urban,Bachelor,Self-Employed,Third-Party,1109.55,1,5,5,123895.33,0,1,5,0,Agent,Cash,3.0,6,5,2018-11-24,2021-10-01,2,Sedan,2018-06-26,2022-09-03,0
1164,19,Female,Married,Metro,Master,Employed,Comprehensive,9875.42,3,8,0,235615.89,1,0,5,2,Agent,Cash,7.0,13,9,2017-07-20,2022-02-15,1,SUV,2023-05-04,2023-04-16,0
1165,69,Female,Married,Metro,Bachelor,Student,Comprehensive,6529.92,1,7,3,442367.4,2,0,4,2,SMS,UPI,9.0,10,17,2022-04-03,2023-10-22,0,Electric,2022-01-24,2023-02-25,0
1166,47,Male,Divorced,Urban,Bachelor,Retired,Comprehensive,2077.03,3,0,4,448766.18,3,0,2,2,Email,UPI,9.0,27,14,2016-03-25,2021-04-17,2,SUV,2022-01-03,2021-05-25,1
1167,55,Female,Divorced,Metro,High School,Employed,Comprehensive,5486.67,5,6,4,79189.7,0,0,4,0,Email,Credit Card,,4,0,2016-10-24,2017-12-13,6,Electric,2015-07-28,2019-05-09,0
1168,53,Female,Divorced,Urban,Master,Self-Employed,Third-Party,9465.53,5,8,2,171267.48,3,0,2,0,Email,Cash,1.0,24,9,2021-06-14,2021-05-09,2,Electric,2023-01-10,2023-01-16,0
1169,54,Female,Single,Urban,Master,Employed,Comprehensive,8647.3,5,6,2,173485.69,1,0,1,3,Agent,UPI,7.0,14,17,2020-03-08,2020-01-14,1,Electric,2020-08-11,2021-01-04,0
1170,43,Female,Divorced,Urban,High School,Self-Employed,Comprehensive,3690.27,1,0,5,149250.24,4,0,4,0,Email,Net Banking,1.0,11,16,2019-11-03,2022-11-16,1,Sedan,2020-03-13,2022-05-17,1
1171,47,Male,Married,Metro,High School,Student,Comprehensive,4565.32,1,9,0,210025.07,1,1,2,1,Phone,Net Banking,1.0,4,15,2018-09-20,2022-09-10,0,Sedan,2021-07-09,2023-07-27,0
1172,24,Female,Single,Urban,Bachelor,Employed,Zero Depreciation,8682.02,1,2,5,235785.47,4,0,3,0,SMS,Net Banking,6.0,5,4,2019-12-01,2021-08-28,2,Electric,2020-06-15,2022-08-02,0
1173,19,Female,Divorced,Metro,Bachelor,Self-Employed,Comprehensive,9100.1,1,1,2,266859.45,1,0,2,3,SMS,Net Banking,0.0,14,10,2019-04-17,2020-03-03,3,SUV,,2022-04-26,0
1174,35,Female,Single,Rural,High School,Employed,Comprehensive,9231.37,3,7,4,26008.93,2,1,2,0,Phone,Cash,1.0,16,10,2018-12-13,2021-06-02,2,Electric,2016-10-02,2022-07-08,0
1175,47,Female,Single,Rural,Bachelor,Retired,Comprehensive,9531.01,5,7,1,120569.21,0,1,1,0,SMS,Credit Card,4.0,26,8,2019-11-02,2020-11-09,3,Hatchback,2022-10-18,2021-06-05,1
1176,30,Female,Married,Metro,High School,Employed,Zero Depreciation,5504.88,3,9,1,324621.68,0,0,4,3,Agent,UPI,6.0,28,7,2018-08-13,2019-04-25,4,Hatchback,2020-11-03,2021-02-03,0
1177,20,Female,Single,Metro,High School,Self-Employed,Comprehensive,8753.67,3,6,4,333728.88,4,1,3,3,Email,Cash,0.0,11,15,2016-04-16,2019-06-09,4,SUV,2018-09-18,2023-08-03,0
1178,30,Female,Divorced,Metro,Bachelor,Employed,Zero Depreciation,4122.76,1,1,1,305713.02,4,0,1,0,Phone,Credit Card,,15,3,2016-09-01,2020-01-15,3,Electric,2023-12-01,2023-06-01,1
1179,22,Female,Single,Metro,Bachelor,Employed,Comprehensive,8542.96,1,2,2,106850.78,4,0,2,2,Email,UPI,7.0,26,9,2020-06-05,2020-02-21,0,SUV,2015-01-19,2020-09-23,0
1180,72,Male,Single,Urban,Master,Employed,Zero Depreciation,4127.18,1,8,0,211685.62,3,0,1,0,Email,Net Banking,6.0,22,1,2021-10-14,2021-11-15,2,Hatchback,2018-11-26,2021-12-15,0
1181,66,Male,Married,Urban,Bachelor,Employed,Comprehensive,6474.86,3,0,4,264908.46,2,0,5,3,Phone,Credit Card,6.0,10,1,2020-09-22,2021-10-17,2,SUV,2019-05-23,2022-05-02,0
1182,49,Male,Married,Metro,High School,Student,Comprehensive,5216.18,3,2,3,90705.28,1,0,5,3,Phone,Credit Card,1.0,19,3,2017-08-25,2019-01-06,4,SUV,2017-11-06,2019-08-09,0
1183,72,Male,Divorced,Urban,Master,Employed,Third-Party,9036.45,1,4,3,477487.32,0,1,5,0,SMS,Net Banking,0.0,23,17,2016-01-19,2019-11-22,4,Electric,2022-11-17,2020-04-04,1
1184,57,Female,Married,Rural,High School,Employed,Third-Party,1598.69,1,8,0,274171.95,2,0,5,2,Email,UPI,3.0,29,18,2016-01-09,2016-06-21,7,Sedan,2016-06-03,2019-01-28,0
1185,67,Female,Divorced,Urban,Bachelor,Employed,Zero Depreciation,9539.14,1,1,1,37123.99,4,1,3,1,SMS,Cash,8.0,15,12,2018-01-02,2023-01-27,0,Electric,2021-07-28,2023-07-28,0
1186,74,Male,Divorced,Metro,Bachelor,Employed,Comprehensive,5158.85,1,8,3,389539.52,2,1,5,2,Phone,UPI,2.0,28,18,2021-09-10,2022-07-15,1,Hatchback,2022-06-19,2022-09-20,1
1187,18,Male,Married,Urban,High School,Employed,Comprehensive,5332.54,3,1,5,499140.13,2,1,2,2,SMS,UPI,6.0,16,10,2021-07-23,2021-05-18,2,SUV,2018-02-22,2021-06-20,0
1188,34,Male,Single,Urban,High School,Student,Zero Depreciation,8450.35,1,3,3,78119.99,1,0,2,2,SMS,Credit Card,9.0,4,17,2021-02-21,2022-04-08,1,Electric,2019-04-23,2023-09-25,0
1189,30,Female,Married,Rural,Master,Employed,Third-Party,6995.64,1,5,4,19815.08,4,0,2,2,SMS,Net Banking,6.0,5,7,2017-05-03,2022-04-25,1,SUV,2021-12-06,2022-03-19,0
1190,26,Female,Single,Metro,Bachelor,Retired,Comprehensive,9583.39,1,3,1,276100.1,2,0,3,2,SMS,Credit Card,5.0,27,2,2019-02-17,2019-08-25,4,Sedan,2022-07-09,2022-09-20,0
1191,44,Male,Single,Metro,High School,Self-Employed,Third-Party,5919.55,3,7,1,33502.79,3,1,1,0,Agent,Cash,8.0,6,7,2018-03-18,2018-05-15,4,Sedan,,2020-09-28,0
1192,69,Male,Divorced,Urban,Master,Self-Employed,Third-Party,6027.87,1,1,0,47176.54,1,0,1,1,Agent,Net Banking,7.0,25,16,2020-07-19,2022-06-09,1,SUV,2018-03-15,2023-10-25,0
1193,63,Male,Divorced,Urban,Bachelor,Retired,Comprehensive,9745.32,1,1,5,270326.1,3,1,3,2,Email,Credit Card,1.0,7,18,2016-05-23,2017-03-19,4,Electric,2022-12-21,2023-06-19,1
1194,61,Male,Married,Urban,Bachelor,Retired,Third-Party,9337.96,1,2,4,478699.82,3,1,2,1,SMS,Net Banking,5.0,25,5,2021-12-28,2023-12-06,0,Electric,2016-05-24,2023-01-10,0
1195,22,Male,Single,Metro,Bachelor,Employed,Comprehensive,2878.24,1,0,0,44298.49,0,1,2,3,Email,Net Banking,3.0,27,0,2018-01-08,2020-10-06,3,Electric,2016-05-11,2022-03-13,0
1196,24,Female,Married,Urban,Bachelor,Retired,Zero Depreciation,3762.5,5,8,2,279640.5,2,1,4,0,Agent,Net Banking,4.0,1,8,2016-07-04,2018-01-27,5,Sedan,2023-02-14,2018-08-11,0
1197,42,Male,Divorced,Metro,Bachelor,Employed,Comprehensive,6628.05,1,8,0,256801.06,3,0,5,2,Email,Cash,7.0,27,2,2022-10-20,2022-09-22,1,Hatchback,2021-11-12,2022-12-11,0
1198,73,Female,Single,Metro,High School,Employed,Zero Depreciation,9454.38,3,7,2,309623.12,2,1,5,2,Phone,Net Banking,5.0,14,14,2015-05-22,2023-02-12,0,Sedan,2015-09-13,2023-02-28,1
1199,19,Male,Married,Urban,Bachelor,Self-Employed,Comprehensive,6070.21,1,9,1,440382.1,3,0,3,1,SMS,Credit Card,5.0,22,6,2017-02-01,2023-11-06,0,SUV,,2023-03-17,0
1200,34,Male,Married,Metro,Bachelor,Employed,Third-Party,7595.41,1,7,0,239082.07,4,0,2,0,Agent,UPI,2.0,14,16,2017-12-01,2017-09-19,6,Sedan,2021-10-26,2018-04-03,0
1201,39,Female,Divorced,Metro,Master,Employed,Comprehensive,1845.99,5,6,5,286727.49,4,0,3,0,Agent,Net Banking,9.0,2,17,2017-08-12,2023-11-12,0,SUV,2016-08-01,2023-12-21,1
1202,49,Male,Divorced,Urban,Bachelor,Retired,Third-Party,5703.62,5,1,4,290379.5,4,0,4,3,Agent,Cash,9.0,7,0,2019-03-12,2020-02-28,2,Electric,,2023-01-20,0
1203,37,Female,Divorced,Urban,Bachelor,Employed,Comprehensive,2328.41,1,4,5,74421.87,2,1,4,0,Phone,UPI,4.0,24,2,2017-12-25,2020-07-18,3,Sedan,,2020-10-03,0
1204,64,Female,Divorced,Metro,High School,Employed,Comprehensive,3345.69,5,8,5,129143.82,3,0,4,0,SMS,Cash,8.0,21,3,2019-12-04,2019-02-27,4,Sedan,2023-10-09,2022-03-22,0
1205,28,Male,Married,Urban,Master,Student,Comprehensive,2496.74,3,6,3,113044.48,2,1,2,2,Agent,Net Banking,,22,9,2015-06-26,2017-07-20,6,SUV,2020-08-18,2023-09-24,0
1206,62,Male,Divorced,Metro,Bachelor,Employed,Comprehensive,2493.21,5,5,4,165768.29,1,1,1,1,Phone,Credit Card,,28,16,2021-05-17,2022-03-11,1,Electric,2016-09-28,2023-12-27,0
1207,19,Female,Divorced,Metro,Bachelor,Employed,Comprehensive,9925.37,1,3,3,119535.73,0,0,3,1,Phone,Cash,5.0,11,9,2016-05-23,2016-06-25,7,SUV,2015-09-04,2016-11-02,1
1208,42,Female,Married,Metro,Master,Retired,Third-Party,3684.21,3,8,3,174092.79,0,1,1,1,SMS,UPI,,5,7,2016-08-15,2016-08-24,7,Sedan,2021-04-25,2016-01-15,0
1209,32,Male,Married,Metro,Master,Retired,Comprehensive,6089.36,1,4,0,334911.66,0,0,1,0,Email,Net Banking,3.0,1,18,2020-01-16,2021-12-05,2,SUV,2017-01-19,2022-11-14,0
1210,56,Female,Single,Rural,Bachelor,Employed,Third-Party,1180.77,5,6,4,152253.53,1,1,4,0,Phone,Net Banking,3.0,9,7,2017-06-06,2019-12-20,4,Sedan,2017-09-14,2021-05-14,0
1211,52,Male,Married,Metro,Bachelor,Employed,Comprehensive,8257.48,3,6,1,246921.84,3,0,3,3,SMS,Cash,1.0,7,13,2019-02-19,2019-04-20,4,SUV,2021-01-09,2023-04-05,0
1212,30,Female,Single,Urban,Master,Retired,Comprehensive,7122.05,1,1,4,452483.46,2,1,5,1,Email,Net Banking,5.0,9,17,2016-04-24,2020-04-02,3,SUV,2015-12-25,2023-06-01,0
1213,52,Male,Divorced,Rural,Master,Employed,Zero Depreciation,3059.01,5,7,3,457107.85,4,1,3,2,Email,UPI,0.0,24,14,2015-01-28,2018-12-25,2,Sedan,2022-06-27,2023-01-20,0
1214,28,Female,Single,Rural,Bachelor,Employed,Zero Depreciation,1324.54,5,3,1,446997.89,1,1,1,2,Phone,Credit Card,9.0,3,9,2015-04-02,2017-06-02,4,Electric,2015-07-04,2020-06-16,0
1215,59,Female,Single,Metro,Bachelor,Employed,Comprehensive,3471.23,1,5,1,211046.02,2,1,1,3,Phone,Cash,2.0,13,1,2022-06-13,2022-08-09,1,Sedan,2023-06-04,2023-01-19,0
1216,22,Male,Divorced,Rural,High School,Self-Employed,Zero Depreciation,6657.22,3,8,2,352556.51,3,0,2,2,Agent,Credit Card,5.0,16,5,2017-03-28,2021-07-27,1,Electric,2023-11-27,2022-10-03,0
1217,50,Female,Divorced,Rural,Bachelor,Employed,Comprehensive,1136.83,5,4,2,151954.67,1,1,4,3,SMS,Credit Card,2.0,25,3,2015-09-26,2017-04-18,6,SUV,2015-05-07,2022-07-17,0
1218,24,Female,Divorced,Metro,Bachelor,Employed,Comprehensive,1678.23,1,7,5,371412.55,4,0,2,1,Phone,Net Banking,2.0,16,16,2021-04-11,2021-09-10,2,Hatchback,2022-09-17,2022-07-09,0
1219,68,Female,Single,Metro,Bachelor,Employed,Comprehensive,4684.13,3,4,2,478772.93,2,0,1,1,Phone,Credit Card,4.0,10,9,2018-07-24,2020-01-25,1,Hatchback,2020-09-04,2021-05-07,0
1220,74,Female,Married,Metro,Bachelor,Employed,Zero Depreciation,2583.99,1,6,3,426651.92,1,0,5,2,Email,Cash,9.0,7,15,2020-05-27,2021-08-21,2,Sedan,2015-09-23,2022-08-24,1
1221,28,Female,Married,Urban,High School,Employed,Comprehensive,6686.29,1,0,5,110606.38,1,0,2,3,Email,Net Banking,1.0,19,2,2016-10-12,2022-06-09,1,Electric,2021-06-05,2023-07-26,0
1222,22,Female,Married,Urban,High School,Employed,Zero Depreciation,2571.93,3,7,5,260210.04,2,0,5,3,Agent,Credit Card,2.0,29,16,2016-09-22,2019-10-19,0,Sedan,2020-08-12,2023-06-24,0
1223,38,Female,Divorced,Metro,Bachelor,Retired,Third-Party,9942.53,5,8,5,427117.02,2,0,5,0,Phone,Cash,3.0,6,16,2015-03-08,2019-03-27,4,SUV,2021-10-02,2019-10-13,0
1224,25,Male,Divorced,Urban,Bachelor,Retired,Zero Depreciation,4922.32,1,3,5,406721.13,4,0,3,1,Email,UPI,8.0,24,3,2015-07-03,2023-06-24,0,Hatchback,2017-04-19,2023-02-14,0
1225,61,Female,Married,Metro,Bachelor,Self-Employed,Third-Party,2334.85,1,0,2,172684.44,4,1,4,0,Email,Cash,9.0,22,14,2022-05-25,2022-04-08,1,Sedan,2019-12-28,2022-12-03,0
1226,18,Female,Divorced,Rural,Master,Employed,Comprehensive,1664.51,5,8,1,464983.32,2,0,2,0,Email,Net Banking,9.0,10,10,2019-06-03,2019-09-14,3,Hatchback,2015-11-23,2022-04-14,0
1227,28,Male,Single,Metro,Bachelor,Employed,Comprehensive,4785.04,1,4,5,420089.25,0,1,3,0,Email,UPI,2.0,1,15,2022-01-12,2023-02-10,0,Sedan,2022-04-09,2023-12-07,0
1228,58,Female,Single,Urban,Bachelor,Employed,Zero Depreciation,8281.83,5,9,0,30549.75,1,0,4,2,SMS,Net Banking,9.0,12,15,2018-05-19,2022-07-21,1,Sedan,,2023-04-12,0
1229,18,Female,Divorced,Metro,High School,Employed,Third-Party,4949.52,1,2,4,496370.94,2,0,3,2,Phone,Net Banking,3.0,1,12,2019-12-20,2020-03-19,3,SUV,2022-02-15,2020-10-01,0
1230,39,Male,Married,Metro,Bachelor,Self-Employed,Zero Depreciation,2269.72,3,0,5,333521.57,2,1,4,1,SMS,UPI,5.0,26,9,2018-08-12,2023-01-17,0,Hatchback,2023-06-15,2023-07-14,1
1231,19,Female,Married,Urban,Bachelor,Employed,Third-Party,5398.38,1,1,2,390868.62,0,1,5,0,Agent,Credit Card,4.0,17,3,2022-04-24,2023-01-11,0,SUV,2018-10-09,2023-09-07,0
1232,56,Female,Single,Metro,Bachelor,Student,Third-Party,4036.34,1,7,4,113268.43,1,0,2,3,Phone,Credit Card,1.0,24,19,2018-03-01,2018-05-22,5,Hatchback,2019-04-03,2022-11-21,1
1233,27,Male,Divorced,Urban,High School,Self-Employed,Zero Depreciation,5516.82,3,5,5,496318.02,1,1,1,1,Phone,Credit Card,4.0,25,19,2021-01-08,2023-08-22,0,SUV,2015-09-21,2023-11-14,0
1234,34,Male,Married,Rural,High School,Student,Zero Depreciation,4520.24,1,8,3,276499.62,1,1,5,0,Phone,UPI,8.0,19,0,2020-11-27,2020-06-19,3,SUV,,2021-09-24,0
1235,24,Female,Married,Metro,High School,Employed,Comprehensive,6831.0,1,3,5,339039.54,1,1,1,2,Email,Cash,8.0,8,19,2015-06-01,2015-06-04,1,Hatchback,2023-01-21,2019-11-14,1
1236,28,Female,Divorced,Rural,Bachelor,Employed,Zero Depreciation,8232.62,1,3,5,244712.21,4,1,1,1,SMS,Net Banking,8.0,22,6,2021-12-24,2023-03-07,0,Hatchback,2023-03-11,2023-01-22,0
1237,33,Male,Divorced,Metro,Bachelor,Employed,Third-Party,8978.08,1,2,1,425307.4,1,0,1,2,Email,Cash,0.0,27,17,2019-02-07,2022-08-06,1,Electric,,2022-11-06,0
1238,43,Female,Married,Metro,Master,Self-Employed,Third-Party,7671.61,1,9,3,130525.78,1,0,1,3,Email,Credit Card,6.0,8,2,2018-07-16,2018-01-20,5,Hatchback,2017-09-03,2022-10-23,0
1239,57,Male,Divorced,Metro,Bachelor,Student,Zero Depreciation,4195.21,5,6,5,60238.48,0,0,5,0,Email,Credit Card,5.0,28,16,2015-03-23,2015-08-09,7,Electric,2022-12-21,2021-08-21,1
1240,73,Male,Divorced,Rural,Bachelor,Employed,Comprehensive,5036.12,1,0,5,313706.33,4,0,5,2,Email,Cash,4.0,7,7,2019-02-02,2021-05-16,2,Sedan,2022-10-13,2022-03-25,0
1241,54,Male,Divorced,Metro,Master,Employed,Zero Depreciation,6775.89,3,0,0,19067.02,0,1,4,1,SMS,Cash,1.0,20,11,2018-09-14,2022-12-08,1,Sedan,2019-02-27,2022-11-21,0
1242,47,Female,Married,Rural,Bachelor,Employed,Zero Depreciation,2978.46,1,9,5,24673.58,4,1,3,1,Email,UPI,6.0,14,14,2020-08-24,2020-12-03,0,SUV,,2023-03-11,0
1243,46,Male,Single,Rural,Bachelor,Student,Comprehensive,7315.87,5,3,3,109934.12,0,0,2,1,Email,Credit Card,8.0,26,0,2016-10-04,2023-02-16,0,Sedan,2016-03-17,2023-08-24,0
1244,65,Male,Divorced,Metro,Master,Employed,Comprehensive,6848.11,1,2,2,8106.78,2,1,4,2,Agent,Cash,1.0,7,13,2017-11-27,2019-12-01,4,Sedan,2019-05-20,2020-07-12,0
1245,22,Male,Married,Urban,Bachelor,Retired,Comprehensive,6908.38,1,0,1,40910.12,4,0,5,1,Phone,UPI,3.0,18,7,2021-02-19,2021-04-23,2,Sedan,2015-11-16,2023-02-04,0
1246,62,Female,Single,Urban,High School,Employed,Third-Party,3999.94,1,7,0,206991.29,4,0,4,2,Agent,Net Banking,4.0,1,19,2015-07-22,2019-06-13,4,Hatchback,2016-01-17,2022-06-23,0
1247,66,Female,Married,Metro,Master,Retired,Comprehensive,6414.1,3,3,2,199959.57,3,0,3,3,Phone,Credit Card,,25,10,2017-04-10,2021-11-17,2,SUV,2022-01-24,2023-08-11,0
1248,32,Female,Married,Metro,Bachelor,Employed,Zero Depreciation,2779.59,1,2,4,287863.42,2,1,1,2,Email,Credit Card,0.0,15,1,2019-06-26,2021-09-13,2,Sedan,2015-06-07,2021-01-08,0
1249,72,Male,Married,Metro,Bachelor,Employed,Comprehensive,2707.26,3,0,4,132811.53,2,1,1,0,Phone,UPI,1.0,23,4,2021-12-27,2022-11-16,1,Sedan,2023-06-03,2023-05-12,0
1250,74,Female,Single,Urban,Master,Self-Employed,Third-Party,7916.69,5,2,2,187032.18,3,0,5,0,Agent,Net Banking,6.0,22,2,2020-06-15,2021-08-10,2,Electric,2021-06-05,2023-02-20,0
1251,27,Female,Married,Urban,Bachelor,Retired,Third-Party,4416.04,1,2,2,364592.0,0,0,5,1,Phone,UPI,8.0,23,9,2019-04-03,2021-10-13,2,SUV,2019-06-10,2021-06-27,0
1252,28,Male,Single,Metro,Bachelor,Employed,Third-Party,5901.39,5,1,4,122735.56,0,0,4,2,Email,Credit Card,0.0,29,3,2018-03-25,2021-07-01,2,SUV,2021-05-23,2021-02-26,1
1253,49,Male,Divorced,Metro,Bachelor,Self-Employed,Comprehensive,3634.68,1,0,0,16266.72,4,0,3,1,Phone,UPI,9.0,12,3,2016-03-04,2023-03-08,0,Hatchback,2022-08-14,2023-06-19,1
1254,31,Female,Single,Rural,High School,Employed,Comprehensive,3122.7,1,4,5,104582.09,0,1,1,2,Agent,UPI,4.0,6,18,2017-08-15,2020-07-24,1,Hatchback,2022-10-28,2023-01-06,0
1255,52,Female,Married,Metro,High School,Retired,Comprehensive,8018.8,1,0,1,203963.99,3,0,4,2,SMS,Credit Card,6.0,11,12,2020-07-04,2020-05-28,3,Sedan,2015-04-05,2022-10-23,1
1256,50,Male,Single,Urban,Bachelor,Employed,Comprehensive,8147.63,5,2,4,431147.82,1,1,1,2,Agent,Cash,3.0,28,3,2020-04-15,2023-05-04,0,Electric,2023-05-18,2023-07-11,0
1257,18,Female,Married,Metro,High School,Employed,Third-Party,8526.57,1,4,4,368587.83,2,0,3,1,Phone,UPI,,2,9,2019-08-09,2020-01-18,3,Sedan,,2023-07-01,0
