Customer_ID,Age,Gender,Marital_Status,Region,Education_Level,Employment_Status,Policy_Type,Policy_Tenure,Policy_Renewal_Count,Total_Claims_Filed,Claim_Amount_Total,Missed_Payments,Family_Members_Insured,Policy_Cancellation_History,Mode_of_Communication,Payment_Mode,Customer_Complaints,Complaint_Resolution_Time,Customer_Support_Calls,Policy_Start_Date,Policy_End_Date,Last_Claim_Date,Last_Payment_Date,Vehicle_Age,Vehicle_Type,Premium_Amount,Churn,Age_Group,Policy_Duration,Policy_Age,Time_Since_Last_Claim,Time_Since_Last_Payment
C4566,54,Female,Married,Urban,Bachelor's,Employed,Comprehensive,5,0,1,249541,1,4,2,In-Person,Cash,5,13,4,2023-10-05,,,2023-08-05,9,Luxury,34815,0.0,"(45, 55]",0.0,0.3203285420944558,0.0,178
C4567,45,Male,Single,Rural,Bachelor's,Employed,Own Damage,1,3,3,474761,3,2,2,In-Person,Credit Card,5,14,9,2023-10-02,,,2023-05-25,8,Sedan,19370,0.0,"(35, 45]",0.0,0.32854209445585214,0.0,250
C4568,45,Male,Married,Rural,Master's,Employed,Comprehensive,4,5,3,395437,1,4,1,Phone,Credit Card,7,19,2,2023-12-07,,,2023-12-21,9,Hatchback,9428,1.0,"(35, 45]",0.0,0.14784394250513347,0.0,40
C4569,59,Male,Single,Metro,Bachelor's,Self-Employed,Third Party,3,3,0,18275,1,2,1,Phone,Cheque,9,12,8,,,2000-01-01,2022-06-21,1,Sedan,9173,0.0,"(55, 65]",0.0,0.0,8795.0,588
C4570,60,Female,Married,Urban,Master's,Employed,Comprehensive,8,5,2,428321,1,3,0,Email,Cash,3,24,1,,,,2020-04-23,7,Hatchback,14458,0.0,"(55, 65]",0.0,0.0,0.0,1377
C4571,38,Male,Married,Urban,Master's,Employed,Own Damage,7,1,1,13269,1,2,1,Email,Cash,6,21,9,2019-07-09,,,2023-10-15,3,SUV,22534,1.0,"(35, 45]",0.0,4.561259411362081,0.0,107
C4572,41,Male,Single,Rural,Bachelor's,Unemployed,Third Party,3,4,3,162383,0,1,2,In-Person,Cheque,1,24,2,,,,2019-06-14,9,Hatchback,17518,0.0,"(35, 45]",0.0,0.0,0.0,1691
C4573,59,Female,Married,Rural,Bachelor's,Employed,Comprehensive,1,3,2,467218,2,1,2,Phone,Cash,8,5,7,,,2018-07-07,2018-08-04,2,Hatchback,15081,0.0,"(55, 65]",0.0,0.0,2033.0,2005
C4574,57,Male,Single,Metro,Master's,Self-Employed,Comprehensive,1,3,3,197928,0,3,0,Email,Online,6,28,4,,,,2020-07-11,3,Sedan,13258,1.0,"(55, 65]",0.0,0.0,0.0,1298
C4575,19,Male,Married,Metro,High School,Unemployed,Own Damage,4,3,0,259715,2,3,2,In-Person,Online,0,4,0,,,2000-01-01,2021-07-13,7,Hatchback,19548,1.0,"(18, 25]",0.0,0.0,8795.0,931
C4576,25,Male,Single,Urban,Bachelor's,Employed,Comprehensive,5,0,0,323028,0,2,0,Email,Credit Card,8,15,8,,,2000-01-01,2023-03-18,6,SUV,27089,0.0,"(18, 25]",0.0,0.0,8795.0,318
C4577,65,Male,Married,Urban,Bachelor's,Employed,Comprehensive,7,2,2,478702,0,3,1,Email,Credit Card,5,17,9,,,,2019-06-25,5,Hatchback,19366,1.0,"(55, 65]",0.0,0.0,0.0,1680
C4578,44,Male,Married,Urban,Bachelor's,Employed,Comprehensive,1,0,4,12986,1,3,2,Email,Online,6,15,9,2023-11-08,,,2023-10-22,5,Hatchback,10622,0.0,"(35, 45]",0.0,0.2272416153319644,0.0,100
C4579,39,Female,Single,Urban,Bachelor's,Self-Employed,Comprehensive,4,2,3,141173,2,1,0,Email,Cash,5,1,2,2019-06-06,2023-05-06,,2022-06-08,8,Hatchback,9039,1.0,"(35, 45]",1430.0,4.65160848733744,0.0,601
C4580,54,Female,Single,Metro,Bachelor's,Employed,Third Party,4,3,4,10701,1,2,0,Phone,Credit Card,7,25,1,,2019-12-05,,2016-03-25,10,Hatchback,15290,0.0,"(45, 55]",0.0,0.0,0.0,2867
C4581,44,Male,Married,Rural,Bachelor's,Employed,Third Party,3,1,2,72508,2,4,0,Phone,Cash,5,29,4,,,,2023-04-30,1,SUV,21859,0.0,"(35, 45]",0.0,0.0,0.0,275
C4582,46,Male,Single,Rural,Bachelor's,Employed,Third Party,5,0,1,19738,1,2,1,Phone,Credit Card,0,17,7,,,,2023-12-31,10,Hatchback,16746,0.0,"(45, 55]",0.0,0.0,0.0,30
C4583,20,Male,Single,Urban,High School,Employed,Comprehensive,5,2,1,153059,2,1,0,In-Person,Online,4,2,6,2015-10-02,2020-09-02,2017-11-01,2016-04-30,8,SUV,18099,0.0,"(18, 25]",1797.0,8.328542094455852,2281.0,2831
C4584,61,Male,Married,Urban,Bachelor's,Employed,Comprehensive,2,3,3,448159,3,2,2,Phone,Online,4,22,6,,,,2022-06-23,5,Hatchback,10791,1.0,"(55, 65]",0.0,0.0,0.0,586
C4585,30,Male,Married,Urban,Diploma,Self-Employed,Third Party,5,2,3,409119,0,2,0,Email,Cash,2,15,9,2016-04-08,2021-03-08,,2020-11-19,0,Hatchback,18885,0.0,"(25, 35]",1795.0,7.811088295687885,0.0,1167
C4586,62,Female,Single,Metro,Bachelor's,Unemployed,Third Party,6,3,1,29994,1,2,0,Email,Cash,0,12,5,,,,2023-11-05,11,SUV,22193,0.0,"(55, 65]",0.0,0.0,0.0,86
C4587,27,Male,Single,Metro,Bachelor's,Unemployed,Comprehensive,1,0,0,357752,1,2,2,Email,Cash,6,8,2,,,2000-01-01,2021-06-10,10,SUV,12173,0.0,"(25, 35]",0.0,0.0,8795.0,964
C4588,53,Male,Married,Metro,Master's,Self-Employed,Own Damage,4,0,3,434830,1,2,1,In-Person,Online,5,28,9,,2020-12-09,,2020-09-07,3,Sedan,19508,0.0,"(45, 55]",0.0,0.0,0.0,1240
C4589,26,Male,Single,Rural,Bachelor's,Employed,Third Party,9,2,2,454480,3,3,1,Phone,Online,0,9,5,2022-08-01,,,2022-10-25,7,Hatchback,9469,0.0,"(25, 35]",0.0,1.4976043805612593,0.0,462
C4590,44,Male,Married,Urban,Bachelor's,Self-Employed,Comprehensive,6,3,3,473480,2,3,0,Email,Cheque,1,6,0,2020-09-09,,,2023-03-04,8,SUV,20162,0.0,"(35, 45]",0.0,3.3894592744695413,0.0,332
C4591,51,Male,Married,Metro,Master's,Employed,Own Damage,8,0,2,198266,2,3,1,Email,Online,1,20,4,,,,2023-05-24,11,Sedan,10730,0.0,"(45, 55]",0.0,0.0,0.0,251
C4592,68,Male,Married,Urban,Master's,Employed,Own Damage,8,4,1,97211,1,4,1,Email,Credit Card,5,18,9,2016-07-02,,,2020-04-05,2,Sedan,18881,0.0,"(65, 100]",0.0,7.578370978781656,0.0,1395
C4593,18,Male,Single,Metro,High School,Employed,Own Damage,6,0,3,320845,0,2,1,Phone,Cash,3,20,1,2018-12-06,,2021-04-11,2019-04-01,9,Hatchback,10734,0.0,,0.0,5.149897330595483,1024.0,1765
C4594,49,Female,Single,Metro,Master's,Employed,Third Party,8,3,0,309873,0,1,1,In-Person,Cheque,1,27,4,2018-08-01,,2000-01-01,2020-03-18,3,Hatchback,15208,0.0,"(45, 55]",0.0,5.49760438056126,8795.0,1413
C4595,42,Male,Single,Urban,Bachelor's,Employed,Comprehensive,1,4,2,76195,3,1,0,Phone,Cash,0,16,5,2022-02-02,2023-02-02,,2022-08-06,10,Hatchback,19535,0.0,"(35, 45]",365.0,1.9904175222450375,0.0,542
C4596,46,Male,Married,Urban,Bachelor's,Unemployed,Own Damage,3,0,0,455151,3,3,2,Email,Credit Card,4,10,5,2015-07-11,2018-06-11,2000-01-01,2017-05-24,10,Sedan,14947,0.0,"(45, 55]",1066.0,8.555783709787816,8795.0,2442
C4597,24,Male,Married,Urban,Bachelor's,Employed,Third Party,5,3,2,339844,2,1,0,In-Person,Cheque,7,6,4,,,2020-03-12,2017-01-06,6,Sedan,12434,0.0,"(18, 25]",0.0,0.0,1419.0,2580
C4598,66,Female,Single,Urban,Master's,Employed,Third Party,7,2,4,132269,2,1,2,In-Person,Credit Card,6,6,4,2021-11-07,,,2022-05-27,0,SUV,16533,0.0,"(65, 100]",0.0,2.2286105407255303,0.0,613
C4599,20,Male,Married,Urban,High School,Unemployed,Own Damage,9,2,0,236643,3,2,2,Email,Online,2,16,7,2023-10-11,,2000-01-01,2023-12-24,10,SUV,15355,1.0,"(18, 25]",0.0,0.30390143737166325,8795.0,37
C4600,37,Male,Married,Urban,Bachelor's,Self-Employed,Comprehensive,4,0,0,264865,3,3,0,Phone,Online,2,13,6,2016-03-01,2020-02-01,2000-01-01,2017-11-12,0,Hatchback,14911,0.0,"(35, 45]",1432.0,7.915126625598905,8795.0,2270
C4601,37,Male,Single,Urban,Bachelor's,Self-Employed,Own Damage,8,3,0,30458,1,1,2,Phone,Cheque,3,1,4,,,2000-01-01,2022-07-12,2,Hatchback,14409,0.0,"(35, 45]",0.0,0.0,8795.0,567
C4602,47,Female,Single,Urban,Master's,Employed,Third Party,1,3,0,157802,1,2,2,Phone,Cheque,0,15,8,2017-10-12,2018-10-12,2000-01-01,2018-08-09,8,SUV,26350,0.0,"(45, 55]",365.0,6.299794661190965,8795.0,2000
C4603,52,Male,Single,Urban,Bachelor's,Self-Employed,Comprehensive,4,3,0,108569,1,3,1,Phone,Online,0,12,7,,,2000-01-01,2020-05-25,6,Sedan,12919,0.0,"(45, 55]",0.0,0.0,8795.0,1345
C4604,52,Male,Married,Urban,Bachelor's,Employed,Third Party,5,3,1,43362,0,3,0,In-Person,Credit Card,7,9,1,2020-04-04,,,2021-12-30,8,SUV,19526,0.0,"(45, 55]",0.0,3.8220396988364134,0.0,761
C4605,66,Male,Married,Urban,Bachelor's,Employed,Third Party,3,2,3,8640,2,2,0,In-Person,Credit Card,2,24,4,,,2018-08-09,2020-03-14,4,Luxury,35054,0.0,"(65, 100]",0.0,0.0,2000.0,1417
C4606,56,Male,Married,Metro,Bachelor's,Employed,Comprehensive,1,4,0,328066,1,2,1,Phone,Credit Card,9,9,6,,,2000-01-01,2022-06-17,13,Hatchback,18164,0.0,"(55, 65]",0.0,0.0,8795.0,592
C4607,44,Male,Single,Metro,Master's,Employed,Own Damage,6,2,4,392896,1,3,0,Email,Cheque,5,1,0,,,2017-06-09,2019-03-30,8,Luxury,18938,0.0,"(35, 45]",0.0,0.0,2426.0,1767
C4608,43,Male,Single,Urban,Bachelor's,Employed,Comprehensive,6,5,2,196025,1,3,2,Email,Cheque,3,12,0,2017-06-10,2023-05-10,,2018-02-07,6,Hatchback,6497,0.0,"(35, 45]",2160.0,6.639288158795345,0.0,2183
C4609,31,Female,Married,Urban,Bachelor's,Employed,Own Damage,3,2,1,24465,3,2,0,Phone,Online,5,28,5,2023-07-05,,,2023-12-14,4,Hatchback,16496,0.0,"(25, 35]",0.0,0.5722108145106092,0.0,47
C4610,34,Female,Married,Urban,Bachelor's,Employed,Third Party,6,0,3,359350,3,3,2,In-Person,Cheque,6,9,0,,,,2020-12-15,6,Luxury,40563,0.0,"(25, 35]",0.0,0.0,0.0,1141
C4611,35,Male,Married,Rural,Master's,Employed,Own Damage,8,2,1,414743,1,1,1,Email,Credit Card,7,23,5,2020-04-07,,2022-08-05,2023-08-19,0,Hatchback,14701,0.0,"(25, 35]",0.0,3.813826146475017,543.0,164
C4612,62,Male,Married,Urban,Bachelor's,Employed,Comprehensive,1,2,1,39119,2,2,0,Phone,Cheque,1,21,5,,,2020-03-08,2020-12-09,7,Hatchback,15028,0.0,"(55, 65]",0.0,0.0,1423.0,1147
C4613,69,Male,Married,Rural,Bachelor's,Employed,Third Party,5,1,4,198851,0,3,0,Phone,Cheque,1,1,2,,,2021-06-03,2021-06-01,12,Hatchback,9863,0.0,"(65, 100]",0.0,0.0,971.0,973
C4614,46,Male,Single,Urban,Bachelor's,Employed,Third Party,3,0,3,428850,2,4,2,Email,Cash,9,1,8,,,2018-01-02,2018-03-28,7,Sedan,9962,1.0,"(45, 55]",0.0,0.0,2219.0,2134
C4615,37,Female,Married,Metro,Bachelor's,Employed,Third Party,7,4,4,340558,3,3,0,Phone,Cash,7,8,9,,,,2022-02-25,12,Hatchback,14527,1.0,"(35, 45]",0.0,0.0,0.0,704
C4616,44,Female,Married,Rural,Master's,Employed,Comprehensive,1,0,4,442836,1,4,2,Phone,Online,8,9,1,,,,2016-04-01,0,SUV,16573,1.0,"(35, 45]",0.0,0.0,0.0,2860
C4617,35,Male,Single,Rural,Master's,Employed,Own Damage,8,0,3,390845,0,1,1,Email,Cash,0,20,6,2018-10-07,,,2019-03-01,12,Sedan,6200,0.0,"(25, 35]",0.0,5.314168377823409,0.0,1796
C4618,21,Male,Married,Urban,High School,Employed,Own Damage,6,1,1,423362,2,1,1,In-Person,Cheque,6,11,0,2021-01-05,,2023-06-09,2023-01-07,8,Hatchback,17923,0.0,"(18, 25]",0.0,3.0663928815879533,235.0,388
C4619,18,Male,Single,Metro,High School,Employed,Comprehensive,6,1,1,82867,3,2,1,In-Person,Credit Card,5,16,7,,,2022-04-02,2023-04-19,13,SUV,14680,0.0,,0.0,0.0,668.0,286
C4620,67,Female,Married,Metro,Master's,Employed,Comprehensive,8,2,1,23991,1,2,0,Phone,Credit Card,7,16,7,,2023-11-07,,2019-01-31,12,SUV,10227,0.0,"(65, 100]",0.0,0.0,0.0,1825
C4621,18,Female,Married,Rural,High School,Employed,Comprehensive,3,3,4,9334,2,4,2,Email,Credit Card,2,29,5,2022-05-01,,,2023-12-06,7,Hatchback,17453,1.0,,0.0,1.7494866529774127,0.0,55
C4622,43,Female,Married,Metro,Master's,Employed,Comprehensive,6,3,3,349778,1,4,0,In-Person,Credit Card,3,4,9,,,,2022-08-20,13,Sedan,12666,0.0,"(35, 45]",0.0,0.0,0.0,528
C4623,62,Female,Married,Urban,Bachelor's,Employed,Comprehensive,9,2,1,389959,0,4,1,In-Person,Credit Card,7,20,1,2016-07-04,,2021-06-06,2020-12-03,14,Sedan,9730,0.0,"(55, 65]",0.0,7.572895277207392,968.0,1153
C4624,37,Male,Single,Urban,Master's,Employed,Third Party,1,4,2,33980,1,3,2,In-Person,Online,1,7,2,,,2020-08-02,2019-11-11,6,Sedan,15491,0.0,"(35, 45]",0.0,0.0,1276.0,1541
C4625,69,Female,Married,Metro,Master's,Employed,Comprehensive,8,4,4,397098,0,3,2,Email,Online,3,17,2,2016-10-01,,,2019-01-15,10,Sedan,15644,0.0,"(65, 100]",0.0,7.329226557152635,0.0,1841
C4626,40,Female,Single,Urban,Bachelor's,Employed,Third Party,4,1,0,70092,0,2,0,In-Person,Cash,2,21,0,2018-08-01,2022-07-01,2000-01-01,2020-08-17,2,Luxury,36616,0.0,"(35, 45]",1430.0,5.49760438056126,8795.0,1261
C4627,27,Male,Married,Urban,Diploma,Employed,Third Party,4,2,1,336932,0,3,1,Email,Credit Card,3,29,5,,,,2020-03-04,14,Hatchback,6905,0.0,"(25, 35]",0.0,0.0,0.0,1427
C4628,28,Male,Single,Urban,Bachelor's,Employed,Comprehensive,8,0,4,220382,3,1,2,Phone,Cheque,9,27,1,2015-09-02,2023-07-02,2020-11-05,2018-07-05,0,Hatchback,6554,0.0,"(25, 35]",2860.0,8.410677618069816,1181.0,2035
C4629,58,Female,Married,Urban,Bachelor's,Employed,Comprehensive,8,0,3,432315,1,1,2,Phone,Cheque,2,23,2,2018-01-09,,,2020-02-21,13,Hatchback,15808,0.0,"(55, 65]",0.0,6.056125941136208,0.0,1439
C4630,58,Male,Single,Rural,Master's,Employed,Third Party,9,0,3,434092,0,1,1,Phone,Cash,3,10,3,2017-03-02,,2023-07-07,2018-10-27,11,SUV,18746,0.0,"(55, 65]",0.0,6.913073237508556,207.0,1921
C4631,22,Female,Single,Urban,High School,Employed,Comprehensive,8,4,0,118273,2,3,0,Email,Cheque,0,16,1,2020-04-01,,2000-01-01,2021-06-09,12,Hatchback,5922,0.0,"(18, 25]",0.0,3.8302532511978096,8795.0,965
C4632,18,Female,Single,Urban,High School,Employed,Third Party,1,1,1,88412,2,4,1,Email,Cheque,7,26,2,,,2022-09-11,2022-06-27,2,SUV,13199,0.0,,0.0,0.0,506.0,582
C4633,34,Female,Married,Urban,Master's,Employed,Third Party,2,3,0,5225,2,3,0,Email,Cheque,4,19,2,,,2000-01-01,2019-05-31,10,SUV,18949,0.0,"(25, 35]",0.0,0.0,8795.0,1705
C4634,39,Female,Single,Metro,Master's,Employed,Comprehensive,8,0,3,319657,2,3,2,Email,Cheque,4,6,6,,,,2021-06-23,7,Sedan,9340,1.0,"(35, 45]",0.0,0.0,0.0,951
C4635,51,Male,Single,Rural,Bachelor's,Employed,Comprehensive,5,2,1,116632,2,2,2,Email,Credit Card,4,17,8,,,2023-11-05,2020-06-15,1,Sedan,15099,0.0,"(45, 55]",0.0,0.0,86.0,1324
C4636,62,Female,Single,Urban,Master's,Employed,Comprehensive,4,4,2,459192,3,3,0,Email,Cheque,3,5,5,,,,2020-02-22,9,Sedan,12025,0.0,"(55, 65]",0.0,0.0,0.0,1438
C4637,58,Male,Single,Urban,Master's,Self-Employed,Comprehensive,2,1,2,489849,1,1,1,Phone,Credit Card,6,25,2,,,,2018-08-13,8,SUV,12868,0.0,"(55, 65]",0.0,0.0,0.0,1996
C4638,46,Male,Single,Urban,Master's,Employed,Third Party,2,2,2,161684,2,3,2,Phone,Cash,6,14,7,2017-03-07,2019-03-07,,2018-01-15,0,Sedan,14413,0.0,"(45, 55]",730.0,6.899383983572895,0.0,2206
C4639,21,Male,Married,Urban,High School,Employed,Comprehensive,6,5,0,217671,0,2,1,In-Person,Online,2,2,0,2019-06-11,,2000-01-01,2021-04-24,13,Hatchback,15208,0.0,"(18, 25]",0.0,4.63791923340178,8795.0,1011
C4640,22,Male,Single,Metro,High School,Unemployed,Comprehensive,2,5,1,446732,3,3,0,Email,Cheque,0,25,9,,,,2023-11-23,4,Luxury,27455,1.0,"(18, 25]",0.0,0.0,0.0,68
C4641,28,Male,Married,Rural,Bachelor's,Self-Employed,Comprehensive,5,0,2,496102,0,1,0,Email,Cash,7,19,8,,,2023-05-11,2022-11-02,14,Hatchback,9518,0.0,"(25, 35]",0.0,0.0,264.0,454
C4642,68,Female,Single,Metro,Master's,Unemployed,Third Party,9,2,0,444540,1,1,1,Phone,Online,9,6,9,2018-12-10,,2000-01-01,2023-11-22,12,Sedan,10163,0.0,"(65, 100]",0.0,5.138945927446954,8795.0,69
C4643,38,Male,Married,Urban,Bachelor's,Self-Employed,Comprehensive,4,4,1,473688,0,4,0,Email,Cash,1,13,1,2023-12-02,,2023-12-09,2023-10-10,4,Luxury,29504,0.0,"(35, 45]",0.0,0.16153319644079397,52.0,112
C4644,52,Male,Married,Urban,Bachelor's,Employed,Comprehensive,6,5,3,392543,2,1,2,Phone,Cheque,1,9,9,,,,2022-03-23,0,SUV,19131,0.0,"(45, 55]",0.0,0.0,0.0,678
C4645,29,Male,Single,Urban,Bachelor's,Employed,Comprehensive,4,1,2,40792,1,1,1,Phone,Credit Card,5,26,5,,,,2021-08-27,9,Hatchback,9753,0.0,"(25, 35]",0.0,0.0,0.0,886
C4646,43,Male,Single,Rural,Master's,Employed,Third Party,8,1,2,494263,3,2,2,In-Person,Cheque,9,26,0,,,,2022-10-30,7,Sedan,17592,0.0,"(35, 45]",0.0,0.0,0.0,457
C4647,68,Female,Single,Urban,Bachelor's,Unemployed,Comprehensive,7,2,0,340085,3,4,1,In-Person,Credit Card,2,27,7,2016-02-09,2023-01-09,2000-01-01,2021-03-21,11,Luxury,20521,1.0,"(65, 100]",2526.0,7.972621492128679,8795.0,1045
C4648,36,Male,Single,Urban,Master's,Employed,Third Party,1,2,0,399831,3,4,1,Phone,Cheque,6,12,2,2021-12-05,2022-12-05,2000-01-01,2022-05-11,4,Sedan,17304,0.0,"(35, 45]",365.0,2.1519507186858315,8795.0,629
C4649,62,Female,Married,Urban,Bachelor's,Employed,Comprehensive,2,0,2,482913,2,1,1,In-Person,Cash,1,13,3,2021-08-09,2023-08-09,,2021-11-01,9,Hatchback,6545,0.0,"(55, 65]",730.0,2.4750171115674195,0.0,820
C4650,24,Female,Married,Rural,Bachelor's,Employed,Comprehensive,7,2,3,240412,3,4,1,Email,Online,1,12,5,2020-10-04,,,2021-08-19,4,Hatchback,6110,0.0,"(18, 25]",0.0,3.3210130047912387,0.0,894
C4651,64,Male,Married,Urban,Bachelor's,Unemployed,Own Damage,9,3,0,427858,2,3,0,Phone,Credit Card,0,4,5,,,2000-01-01,2021-09-04,11,Hatchback,9013,0.0,"(55, 65]",0.0,0.0,8795.0,878
C4652,24,Female,Single,Urban,Bachelor's,Self-Employed,Comprehensive,1,1,0,224287,1,3,0,Email,Credit Card,3,5,6,,2016-12-12,2000-01-01,2016-11-28,1,Hatchback,10805,0.0,"(18, 25]",0.0,0.0,8795.0,2619
C4653,43,Male,Single,Rural,Master's,Employed,Comprehensive,6,1,2,178553,3,2,1,In-Person,Credit Card,5,12,1,,,2019-06-08,2023-05-06,2,Luxury,19017,1.0,"(35, 45]",0.0,0.0,1697.0,269
C4654,57,Male,Single,Metro,Master's,Employed,Comprehensive,3,3,0,73702,0,1,1,In-Person,Cheque,4,29,3,,,2000-01-01,2022-07-27,14,SUV,11922,0.0,"(55, 65]",0.0,0.0,8795.0,552
C4655,22,Female,Married,Metro,High School,Employed,Comprehensive,5,1,2,490029,2,3,0,In-Person,Cash,6,6,3,,,,2016-12-20,9,Hatchback,14493,0.0,"(18, 25]",0.0,0.0,0.0,2597
C4656,38,Female,Married,Rural,Bachelor's,Employed,Comprehensive,7,5,2,120203,0,3,1,Phone,Online,0,12,8,2019-01-06,,2020-07-03,2020-07-12,5,Luxury,24579,0.0,"(35, 45]",0.0,5.065023956194388,1306.0,1297
C4657,31,Male,Single,Rural,Bachelor's,Employed,Third Party,2,0,1,45709,3,1,0,In-Person,Cheque,5,19,2,,,2021-06-02,2021-10-12,9,Hatchback,19462,0.0,"(25, 35]",0.0,0.0,972.0,840
C4658,21,Male,Married,Urban,High School,Unemployed,Third Party,4,3,0,56361,0,1,1,In-Person,Credit Card,4,14,1,,,2000-01-01,2018-06-10,14,Luxury,31791,0.0,"(18, 25]",0.0,0.0,8795.0,2060
C4659,40,Male,Single,Urban,Bachelor's,Unemployed,Third Party,1,5,2,105606,3,1,0,Email,Credit Card,0,13,9,,,,2016-06-17,6,SUV,23157,0.0,"(35, 45]",0.0,0.0,0.0,2783
C4660,59,Male,Married,Urban,Bachelor's,Employed,Third Party,4,5,0,499486,2,4,0,In-Person,Online,6,12,5,2016-12-12,2020-11-12,2000-01-01,2019-06-14,0,Hatchback,15688,1.0,"(55, 65]",1431.0,7.132101300479124,8795.0,1691
C4661,37,Female,Single,Metro,Bachelor's,Employed,Comprehensive,3,4,4,138040,1,1,0,Email,Credit Card,4,17,9,,,,2018-04-10,14,SUV,12657,0.0,"(35, 45]",0.0,0.0,0.0,2121
C4662,32,Male,Married,Urban,Master's,Employed,Comprehensive,3,2,4,415917,3,1,2,In-Person,Credit Card,0,23,9,2019-08-09,2022-07-09,,2022-04-27,2,Sedan,6283,0.0,"(25, 35]",1065.0,4.476386036960986,0.0,643
C4663,67,Male,Single,Urban,Master's,Employed,Comprehensive,1,3,4,446444,1,3,2,In-Person,Cash,8,18,3,2020-04-10,2021-04-10,2021-02-10,2021-07-13,5,Hatchback,18263,1.0,"(65, 100]",365.0,3.805612594113621,1084.0,931
C4664,69,Female,Married,Metro,Master's,Employed,Comprehensive,4,5,1,84349,1,4,0,Phone,Online,1,23,4,,,,2018-04-23,5,Hatchback,15992,0.0,"(65, 100]",0.0,0.0,0.0,2108
C4665,62,Male,Single,Urban,Master's,Employed,Comprehensive,4,0,1,322136,0,4,2,Phone,Credit Card,0,27,8,,,2019-03-05,2017-11-17,9,Hatchback,13006,0.0,"(55, 65]",0.0,0.0,1792.0,2265
C4666,46,Male,Single,Urban,Bachelor's,Employed,Third Party,8,3,4,284583,2,4,2,Email,Credit Card,6,10,9,,,,2022-12-04,5,SUV,27513,0.0,"(45, 55]",0.0,0.0,0.0,422
C4667,25,Female,Single,Urban,Bachelor's,Employed,Comprehensive,7,1,3,466551,3,4,2,Email,Cash,0,24,6,2019-07-11,,,2020-07-20,2,SUV,25388,0.0,"(18, 25]",0.0,4.555783709787817,0.0,1289
C4668,58,Female,Married,Urban,Master's,Unemployed,Comprehensive,4,1,0,425976,3,1,1,Email,Credit Card,4,12,2,2023-01-01,,2000-01-01,2023-06-10,8,Hatchback,17336,0.0,"(55, 65]",0.0,1.0787132101300478,8795.0,234
C4669,65,Female,Married,Rural,Master's,Employed,Own Damage,1,1,1,449478,1,1,1,In-Person,Credit Card,6,17,6,2019-01-01,2020-01-01,,2019-10-21,14,Sedan,9954,1.0,"(55, 65]",365.0,5.078713210130048,0.0,1562
C4670,36,Male,Single,Urban,Master's,Self-Employed,Comprehensive,8,1,2,469533,2,4,1,Phone,Online,2,21,2,2019-01-08,,2020-10-07,2023-12-02,10,Sedan,13231,0.0,"(35, 45]",0.0,5.059548254620124,1210.0,59
C4671,65,Female,Married,Urban,Master's,Employed,Comprehensive,1,5,0,280914,3,3,1,Phone,Online,7,24,7,,,2000-01-01,2022-12-23,1,Luxury,26786,1.0,"(55, 65]",0.0,0.0,8795.0,403
C4672,56,Male,Married,Urban,Master's,Employed,Own Damage,6,0,2,446724,1,1,0,In-Person,Credit Card,0,14,5,,,2023-09-05,2022-10-30,4,SUV,21642,0.0,"(55, 65]",0.0,0.0,147.0,457
C4673,63,Male,Single,Metro,Bachelor's,Employed,Comprehensive,3,5,3,138996,0,3,0,Phone,Credit Card,2,7,0,2018-11-08,2021-10-08,2019-02-11,2020-02-02,11,SUV,25506,0.0,"(55, 65]",1065.0,5.2265571526351815,1814.0,1458
C4674,45,Female,Single,Urban,Bachelor's,Employed,Comprehensive,6,2,1,145923,0,4,1,Email,Cheque,7,6,6,,,2020-10-02,2018-11-01,10,Hatchback,10349,0.0,"(35, 45]",0.0,0.0,1215.0,1916
C4675,63,Male,Married,Urban,Bachelor's,Employed,Comprehensive,7,1,2,292778,0,2,2,Phone,Online,3,10,7,,,,2023-11-30,13,Hatchback,5029,0.0,"(55, 65]",0.0,0.0,0.0,61
C4676,44,Female,Married,Urban,Bachelor's,Self-Employed,Comprehensive,2,5,4,440133,2,4,1,In-Person,Credit Card,3,12,0,2017-06-07,2019-06-07,,2018-07-19,6,Sedan,11090,0.0,"(35, 45]",730.0,6.647501711156742,0.0,2021
C4677,21,Male,Single,Rural,High School,Employed,Comprehensive,3,0,1,286846,3,2,1,Phone,Online,0,19,1,,,,2020-01-19,5,Sedan,7804,0.0,"(18, 25]",0.0,0.0,0.0,1472
C4678,32,Male,Single,Urban,Bachelor's,Employed,Comprehensive,5,0,2,247314,3,4,0,Email,Cash,4,19,2,,,2020-12-03,2020-05-18,14,SUV,19712,0.0,"(25, 35]",0.0,0.0,1153.0,1352
C4679,52,Female,Single,Metro,Master's,Employed,Comprehensive,1,0,1,127643,3,2,0,In-Person,Cheque,8,22,4,,,,2022-12-03,10,Hatchback,13582,1.0,"(45, 55]",0.0,0.0,0.0,423
C4680,54,Male,Married,Urban,Bachelor's,Employed,Third Party,3,4,2,387025,1,2,0,Phone,Cash,2,6,7,,,,2020-02-21,1,Sedan,13518,0.0,"(45, 55]",0.0,0.0,0.0,1439
C4681,18,Female,Single,Urban,High School,Employed,Third Party,5,4,4,474531,3,1,2,Phone,Cash,9,3,7,,,,2023-07-30,3,Sedan,11011,0.0,,0.0,0.0,0.0,184
